,id,release_date,movie,production_budget,domestic_gross,total_gross,profitability
2343,44,2007-11-21,Hitman,24000000,39687694,99135571,4.130648791666666
3792,93,2007-11-28,The Savages,9000000,6623082,10642023,1.182447
3211,12,2007-11-30,Le Scaphandre et le Papillon,14000000,5990075,22754472,1.6253194285714285
3828,29,2007-11-30,Awake,8600000,14373825,32968648,3.8335637209302327
3942,43,2007-11-30,Maurice Richard,8000000,0,0,0.0
3985,86,2007-12-05,Juno,7000000,143495265,231450102,33.06430028571429
1896,97,2007-12-07,Atonement,30000000,50980159,129779728,4.325990933333333
40,41,2007-12-07,The Golden Compass,205000000,70107728,367262558,1.7915246731707317
4807,8,2007-12-07,Timber Falls,2600000,0,71248,0.027403076923076922
4067,68,2007-12-11,High School Musical 2,7000000,0,0,0.0
982,83,2007-12-14,Alvin and the Chipmunks,55000000,217326974,362605033,6.592818781818182
2009,10,2007-12-14,Goodbye Bafana,30000000,0,2717302,0.09057673333333334
2614,15,2007-12-14,The Kite Runner,20000000,15800078,74180745,3.70903725
5586,87,2007-12-14,Shotgun Stories,250000,46026,284174,1.136696
160,61,2007-12-14,I am Legend,150000000,256393010,585532684,3.9035512266666665
649,50,2007-12-21,Charlie Wilson's War,75000000,66661095,119512771,1.5935036133333333
3729,30,2007-12-21,Blonde Ambition,10000000,6422,1537479,0.1537479
1714,15,2007-12-21,Walk Hard: The Dewey Cox Story,35000000,18317151,20606053,0.5887443714285714
1885,86,2007-12-21,P.S. I Love You,30000000,53695808,155769678,5.1923226
1452,53,2007-12-25,The Water Horse: Legend of the Deep,40000000,40412817,103429755,2.585743875
2712,13,2007-12-25,Butterfly on a Wheel,20000000,0,0,0.0
1451,52,2007-12-25,Aliens vs. Predator - Requiem,40000000,41797066,128884494,3.22211235
1261,62,2007-12-25,The Bucket List,45000000,93466502,174807445,3.884609888888889
3979,80,2007-12-25,Persepolis,7300000,4443403,25397187,3.479066712328767
3048,49,2007-12-25,The Great Debaters,15000000,30226144,30261293,2.0174195333333333
2209,10,2007-12-26,There Will Be Blood,25000000,40222514,77208711,3.08834844
4506,7,2007-12-28,El orfanato,4000000,7159147,79250193,19.81254825
5764,65,2007-12-31,Tin Can Man,12000,0,0,0.0
5674,75,2007-12-31,A Dog's Breakfast,120000,0,0,0.0
2080,81,2007-12-31,Alatriste,28000000,0,22860477,0.8164456071428572
2864,65,2007-12-31,Taxi 4,17500000,0,60865364,3.4780208
2925,26,2007-12-31,Arn - Tempelriddaren,16500000,0,21404122,1.2972195151515151
2365,66,2007-12-31,Flood,24000000,0,4084232,0.17017633333333335
2572,73,2008-01-04,One Missed Call,20000000,26890041,44513466,2.2256733
3733,34,2008-01-08,White Noise 2: The Light,10000000,0,8243567,0.8243567
948,49,2008-01-11,In the Name of the King: A Dungeon Siege Tale,60000000,4775656,13233220,0.22055366666666668
3086,87,2008-01-11,The Pirates Who Don't Do Anything: A VeggieTales Movie,15000000,12981269,13248444,0.8832296
5636,37,2008-01-17,Yesterday Was a Lie,200000,0,0,0.0
2175,76,2008-01-18,Cloverfield,25000000,80048433,171302226,6.85208904
4947,48,2008-01-18,Teeth,2000000,347578,2350641,1.1753205
2427,28,2008-01-18,Mad Money,22000000,20668843,25044057,1.1383662272727273
1862,63,2008-01-18,27 Dresses,30000000,76808654,160247805,5.3415935
4404,5,2008-01-18,All Hat,4900000,15198,15198,0.0031016326530612245
5272,73,2008-01-18,Taxi to the Dark Side,1000000,274661,304472,0.304472
3087,88,2008-01-23,U2 3D,15000000,12898847,26170402,1.7446934666666667
1693,94,2008-01-25,Untraceable,35000000,28687835,52649951,1.5042843142857143
1919,20,2008-01-25,Meet the Spartans,30000000,38233676,84646831,2.8215610333333334
1230,31,2008-01-25,Rambo,47500000,42754105,112214531,2.3624111789473683
2901,2,2008-01-25,How She Move,17000000,7070641,8607815,0.5063420588235295
5339,40,2008-01-25,"4 luni, 3 saptamani si 2 zile",900000,1196321,11993156,13.32572888888889
2663,64,2008-02-01,Strange Wilderness,20000000,6575282,6947084,0.3473542
4084,85,2008-02-01,Hannah Montana/Miley Cyrus: Best of Both Worlds Concert Tour,6500000,65281781,70712099,10.878784461538462
3645,46,2008-02-01,Over Her Dead Body,10000000,7570127,21596074,2.1596074
5054,55,2008-02-01,Sukkar banat,1600000,1060591,14253760,8.9086
3370,71,2008-02-01,The Eye,12000000,31418697,57577765,4.798147083333333
2084,85,2008-02-08,Welcome Home Roscoe Jenkins,27500000,42436517,43607627,1.585731890909091
3111,12,2008-02-08,In Bruges,15000000,7800825,34533783,2.3022522
680,81,2008-02-08,Fool's Gold,72500000,70231041,109362966,1.5084547034482758
431,32,2008-02-14,The Spiderwick Chronicles,92500000,71195053,162839667,1.7604288324324324
2858,59,2008-02-14,Step Up 2 the Streets,17500000,58017783,148586910,8.490680571428571
530,31,2008-02-14,Jumper,82500000,80172128,222640812,2.6986765090909093
3996,97,2008-02-14,"Definitely, Maybe",7000000,32241649,55617866,7.945409428571429
4149,50,2008-02-15,Dolphins and Whales Tribes of the Ocean 3D,6000000,7714996,17252287,2.8753811666666667
4789,90,2008-02-15,Diary of the Dead,2750000,952620,5394447,1.9616170909090909
2003,4,2008-02-21,Genghis Khan: To the Ends of the Earth and Sea,30000000,3892,4874498,0.16248326666666665
5718,19,2008-02-22,The Signal,50000,251150,406299,8.12598
2639,40,2008-02-22,Be Kind Rewind,20000000,11175164,30894247,1.54471235
3964,65,2008-02-22,Witless Protection,7500000,4151836,4151836,0.5535781333333334
3420,21,2008-02-22,Charlie Bartlett,12000000,3950294,5295909,0.44132575
4108,9,2008-02-22,Die FÃ¤lscher,6250000,5488570,20199663,3.23194608
1410,11,2008-02-22,Vantage Point,40000000,72266306,150886329,3.772158225
1484,85,2008-02-29,The Other Boleyn Girl,40000000,26814957,78269970,1.95674925
1030,31,2008-02-29,Semi-Pro,55000000,33479698,43980363,0.7996429636363637
2701,2,2008-03-07,é·æ±ä¸è (CJ7),20000000,206678,47300771,2.36503855
3429,30,2008-03-07,Married Life,12000000,1506998,2975188,0.24793233333333334
350,51,2008-03-07,"10,000 B.C.",105000000,94784201,269065678,2.5625302666666667
5089,90,2008-03-07,Snow Angels,1500000,402858,414404,0.2762693333333333
2567,68,2008-03-07,The Bank Job,20000000,30060660,66143005,3.30715025
4069,70,2008-03-11,Stargate - The Ark of Truth,7000000,0,0,0.0
1778,79,2008-03-14,Doomsday,33000000,11008770,21621188,0.6551875151515152
3135,36,2008-03-14,Funny Games,15000000,1294640,8200127,0.5466751333333333
493,94,2008-03-14,Horton Hears a Who,85000000,154529439,299477886,3.5232692470588236
2470,71,2008-03-14,Never Back Down,21000000,24850922,39319801,1.8723714761904762
5039,40,2008-03-19,La misma luna,1700000,12590147,23271741,13.689259411764706
5349,50,2008-03-21,The Hammer,850000,442638,442638,0.5207505882352941
1467,68,2008-03-21,Drillbit Taylor,40000000,32862104,49686263,1.242156575
3878,79,2008-03-21,Shutter,8000000,25928550,47782426,5.97280325
4746,47,2008-03-21,The Grand,3000000,115879,115879,0.03862633333333333
2536,37,2008-03-21,Meet the Browns,20000000,41975388,41975388,2.0987694
2284,85,2008-03-28,Stop-Loss,25000000,10915744,11229035,0.4491614
5582,83,2008-03-28,Happy Valley,250000,67665,67665,0.27066
1638,39,2008-03-28,21,35000000,81159365,159846429,4.567040828571429
1697,98,2008-03-28,Superhero Movie,35000000,26638520,73026302,2.0864657714285713
3656,57,2008-03-28,"Run, Fatboy, Run",10000000,6003262,33512260,3.351226
1596,97,2008-04-04,Nim's Island,37000000,48006762,101857425,2.7529033783783783
964,65,2008-04-04,Leatherheads,58000000,31373938,41348628,0.7129073793103449
3696,97,2008-04-04,My Blueberry Nights,10000000,866778,22198996,2.2198996
2256,57,2008-04-04,The Ruins,25000000,17432844,22910563,0.91642252
5233,34,2008-04-04,Shine a Light,1000000,5505267,16173879,16.173879
2851,52,2008-04-08,Day of the Dead,18000000,0,0,0.0
2574,75,2008-04-11,Street Kings,20000000,26418667,65457811,3.27289055
2781,82,2008-04-11,Prom Night,18000000,43869350,57193655,3.1774252777777776
4501,2,2008-04-11,The Visitor,4000000,9427026,19174817,4.79370425
4756,57,2008-04-15,Ã l\'intÃ©rieur,3000000,0,895932,0.298644
3928,29,2008-04-18,Pathology,8000000,109045,3270974,0.40887175
5457,58,2008-04-18,Kiss the Bride,500000,32033,32033,0.064066
3437,38,2008-04-18,Life Before Her Eyes,12000000,303439,7203439,0.6002865833333333
1963,64,2008-04-18,88 Minutes,30000000,16930884,32955399,1.0985133
1875,76,2008-04-18,Forgetting Sarah Marshall,30000000,63172463,105173042,3.5057680666666666
1017,18,2008-04-18,The Forbidden Kingdom,55000000,52075270,129075270,2.346823090909091
4367,68,2008-04-25,Standard Operating Procedure,5000000,228830,332120,0.066424
3363,64,2008-04-25,Harold & Kumar Escape from Guantanamo Bay,12000000,38108728,43353117,3.61275975
2397,98,2008-04-25,Rogue,23000000,10452,4673377,0.2031903043478261
2301,2,2008-04-25,Deception,25000000,4598506,12850033,0.51400132
1878,79,2008-04-25,Baby Mama,30000000,60494212,64170447,2.1390149
4037,38,2008-05-02,Redbelt,7000000,2344847,2667084,0.381012
73,74,2008-05-02,Iron Man,186000000,318604126,585171547,3.1460835860215055
4931,32,2008-05-02,Son of Rambow: A Home Movie,2000000,1785505,11263263,5.6316315
1443,44,2008-05-02,Made of Honor,40000000,46012734,106548738,2.66371845
5498,99,2008-05-09,Poultrygeist: Night of the Chicken Dead,450000,13804,22623,0.05027333333333334
298,99,2008-05-09,Speed Racer,120000000,43945766,93394462,0.7782871833333334
1639,40,2008-05-09,What Happens in Vegas...,35000000,80277646,218535708,6.243877371428572
29,30,2008-05-16,The Chronicles of Narnia: Prince Caspian,225000000,141621490,417341288,1.854850168888889
75,76,2008-05-22,Indiana Jones and the Kingdom of the Crystal Skull,185000000,317101119,786635413,4.252083313513514
3701,2,2008-05-23,"War, Inc.",10000000,580862,1299855,0.1299855
2691,92,2008-05-23,The Children of Huang Shi,20000000,1031872,8221700,0.411085
4421,22,2008-05-28,Savage Grace,4600000,434417,968805,0.21060978260869564
4375,76,2008-05-30,Stuck,5000000,67505,67505,0.013501
968,69,2008-05-30,Sex and the City,57500000,152647258,415247258,7.221691443478261
5700,1,2008-05-30,The Foot Fist Way,79000,234286,234286,2.965645569620253
3772,73,2008-05-30,The Strangers,9000000,52597610,83051676,9.227964
452,53,2008-06-06,You Don't Mess With the Zohan,90000000,100018837,202910991,2.2545665666666665
3914,15,2008-06-06,And When Did You Last See Your Father?,8000000,1071240,2476491,0.309561375
241,42,2008-06-06,Kung Fu Panda,130000000,215434591,631910531,4.860850238461539
2827,28,2008-06-06,Mongol,18000000,5705761,27147349,1.5081860555555555
878,79,2008-06-13,The Happening,60000000,64506874,162778384,2.7129730666666667
5626,27,2008-06-13,Baghead,200000,140016,140016,0.70008
221,22,2008-06-13,The Incredible Hulk,137500000,134806913,265573859,1.9314462472727272
833,34,2008-06-20,The Love Guru,62000000,32235793,40159017,0.6477260806451612
549,50,2008-06-20,Get Smart,80000000,130319208,226739416,2.8342427
3608,9,2008-06-20,Kit Kittredge: An American Girl,10000000,17657973,17657973,1.7657973
4829,30,2008-06-20,Brick Lane,2500000,1094998,3838486,1.5353944
85,86,2008-06-27,WALL-E,180000000,223808164,532508025,2.9583779166666666
636,37,2008-06-27,Wanted,75000000,134508551,342416460,4.5655528
162,63,2008-07-01,Hancock,150000000,227946274,624234272,4.161561813333333
4166,67,2008-07-03,The Wackness,6000000,2077046,3330012,0.555002
2761,62,2008-07-04,Ne le dis Ã personne,18500000,6198883,33954018,1.8353523243243244
311,12,2008-07-04,AstÃ©rix aux Jeux Olympiques,113500000,999811,132999811,1.171804502202643
1258,59,2008-07-11,Journey to the Center of the Earth,45000000,101704370,243180937,5.404020822222222
944,45,2008-07-11,Meet Dave,60000000,11803254,50648806,0.8441467666666667
531,32,2008-07-11,Hellboy II: The Golden Army,82500000,75986503,160388063,1.9440977333333334
4639,40,2008-07-11,August,3400000,12636,12636,0.003716470588235294
74,75,2008-07-18,The Dark Knight,185000000,533720947,1001996207,5.416195713513513
1600,1,2008-07-18,Space Chimps,37000000,30105968,67029956,1.8116204324324325
5736,37,2008-07-18,The Legend of God's Gun,30000,243768,243768,8.1256
3131,32,2008-07-18,Transsiberian,15000000,2203641,6379575,0.425305
1067,68,2008-07-18,Mamma Mia!,52000000,144130063,615748772,11.841322538461538
2974,75,2008-07-25,Bienvenue chez les Ch'tis,16000000,1477650,247474497,15.4671560625
784,85,2008-07-25,Step Brothers,65000000,100468793,128468793,1.9764429692307692
5004,5,2008-07-25,Man on Wire,1900000,2962242,5617067,2.956351052631579
4358,59,2008-07-25,American Teen,5000000,942441,989319,0.1978638
1708,9,2008-07-25,The X-Files: I Want to Believe,35000000,20982478,68170792,1.9477369142857144
107,8,2008-08-01,The Mummy: Tomb of the Dragon Emperor,175000000,102491776,405760225,2.318629857142857
5243,44,2008-08-01,Frozen River,1000000,2511476,6030129,6.030129
2475,76,2008-08-01,Swing Vote,21000000,16289867,17589867,0.8376127142857143
3148,49,2008-08-01,Midnight Meat Train,15000000,73548,1590246,0.1060164
2096,97,2008-08-06,The Sisterhood of the Traveling Pants 2,27000000,44089964,44270131,1.6396344814814814
4341,42,2008-08-06,Bottle Shock,5000000,4078607,4815890,0.963178
2124,25,2008-08-06,Pineapple Express,26000000,87341380,102404019,3.9386161153846153
449,50,2008-08-13,Tropic Thunder,90000000,110515313,191145256,2.1238361777777777
5770,71,2008-08-14,The Rise and Fall of Miss Thang,10000,401,401,0.0401
2946,47,2008-08-15,Vicky Cristina Barcelona,16000000,23216709,104504817,6.5315510625
2269,70,2008-08-15,Fly Me To the Moon,25000000,14543943,43530281,1.74121124
3831,32,2008-08-15,Star Wars: The Clone Wars,8500000,35161554,68695443,8.081816823529412
1689,90,2008-08-15,Mirrors,35000000,30691439,77220596,2.206302742857143
3115,16,2008-08-20,The Rocker,15000000,6409528,8767338,0.5844892
3796,97,2008-08-22,Hamlet 2,9000000,4886216,4934104,0.5482337777777778
806,7,2008-08-22,Death Race,65000000,36316032,72516819,1.1156433692307692
2390,91,2008-08-22,The Longshots,23000000,11511323,11778396,0.5121041739130435
2197,98,2008-08-22,The House Bunny,25000000,48237389,71390601,2.85562404
1583,84,2008-08-26,Virgin Territory,38000000,0,5473041,0.14402739473684212
4560,61,2008-08-26,Purple Violets,4000000,0,0,0.0
2424,25,2008-08-27,Traitor,22000000,23530831,27882226,1.267373909090909
2622,23,2008-08-29,Disaster Movie,20000000,14190901,36720752,1.8360376
4401,2,2008-08-29,Obsluhoval jsem anglickÃ©ho krÃ¡le,4900000,617228,7174984,1.4642824489795918
4155,56,2008-08-29,College,6000000,4694491,6176114,1.0293523333333334
1301,2,2008-08-29,Babylon A.D.,45000000,22532572,70216497,1.5603666
4185,86,2008-09-05,"Surfer, Dude",6000000,36497,36497,0.006082833333333333
1312,13,2008-09-05,Bangkok Dangerous,45000000,15298133,46598133,1.0355140666666667
4736,37,2008-09-05,Everybody Wants to Be Italian,3000000,351416,351416,0.11713866666666667
2944,45,2008-09-12,The Women,16000000,26902075,50103808,3.131488
1594,95,2008-09-12,Burn After Reading,37000000,60355347,168167798,4.5450756216216215
912,13,2008-09-12,Righteous Kill,60000000,40081410,78481410,1.3080235
2630,31,2008-09-19,Ghost Town,20000000,13367624,29958228,1.4979114
2592,93,2008-09-19,Appaloosa,20000000,20211394,27911453,1.39557265
2596,97,2008-09-19,My Best Friend's Girl,20000000,19219250,34787111,1.73935555
2540,41,2008-09-19,Lakeview Terrace,20000000,39263506,44821299,2.24106495
4082,83,2008-09-19,Tropa de Elite,6537890,8744,14319195,2.190185977433086
2429,30,2008-09-19,Igor,22000000,19528602,31013349,1.409697681818182
2105,6,2008-09-19,The Duchess,27000000,13848978,45160110,1.6725966666666667
4994,95,2008-09-23,Slacker Uprising,2000000,0,0,0.0
3225,26,2008-09-26,The Lucky Ones,14000000,266967,266967,0.01906907142857143
559,60,2008-09-26,Eagle Eye,80000000,101440743,180585259,2.2573157375
5428,29,2008-09-26,Fireproof,500000,33456317,33473297,66.946594
1319,20,2008-09-26,Miracle at St. Anna,45000000,7916887,9676497,0.21503326666666667
4637,38,2008-09-26,Choke,3400000,2926565,4124277,1.2130226470588235
4818,19,2008-10-01,Religulous,2500000,13011160,13881317,5.5525268
2079,80,2008-10-03,How to Lose Friends & Alienate People,28000000,2775593,12031443,0.42969439285714284
3399,100,2008-10-03,Rachel Getting Married,12000000,12796861,17475475,1.4562895833333334
2661,62,2008-10-03,An American Carol,20000000,7013191,7022183,0.35110915
2501,2,2008-10-03,Beverly Hills Chihuahua,20000000,94514402,154218168,7.7109084
3576,77,2008-10-03,Nick and Norah's Infinite Playlist,10000000,31487293,33886017,3.3886017
2304,5,2008-10-03,Blindness,25000000,3073392,20052958,0.80211832
2675,76,2008-10-03,Flash of Genius,20000000,4442377,4504111,0.22520555
4876,77,2008-10-07,Jack Brooks: Monster Slayer,2150000,0,0,0.0
2828,29,2008-10-08,RocknRolla,18000000,5700626,27794339,1.5441299444444445
5623,24,2008-10-10,Call+Response,200000,212989,212989,1.064945
763,64,2008-10-10,Body of Lies,67500000,39394666,118556530,1.756393037037037
1587,88,2008-10-10,The Express,37500000,9793406,9813309,0.26168824
1579,80,2008-10-10,City of Ember,38000000,7873007,17831558,0.4692515263157895
3368,69,2008-10-10,Quarantine,12000000,31691811,41924774,3.4937311666666666
5629,30,2008-10-10,Good Dick,200000,28835,52443,0.262215
4585,86,2008-10-10,Billy: The Early Years of Billy Graham,3600000,320896,320896,0.08913777777777777
4982,83,2008-10-14,No Man's Land: The Rise of Reeker,2000000,0,0,0.0
2745,46,2008-10-17,Sex Drive,19000000,8402485,10412485,0.5480255263157895
1668,69,2008-10-17,Max Payne,35000000,40689393,87775050,2.5078585714285713
3479,80,2008-10-17,The Secret Life of Bees,11000000,37780486,39994347,3.6358497272727273
2158,59,2008-10-17,W.,25100000,25534493,28575778,1.1384772111553785
2115,16,2008-10-17,What Just Happened,27000000,1090947,2412123,0.08933788888888888
5591,92,2008-10-21,Sunday School Musical,250000,0,0,0.0
5511,12,2008-10-24,Heroes,400000,655538,655538,1.638845
1966,67,2008-10-24,Pride and Glory,30000000,15740721,43440721,1.4480240333333334
1025,26,2008-10-24,Changeling,55000000,35739802,113805580,2.069192363636364
4435,36,2008-10-24,LÃ¥t den rÃ¤tte komma in,4500000,2122085,12247682,2.7217071111111113
3516,17,2008-10-24,Saw V,10800000,56746769,118209778,10.945349814814815
4957,58,2008-10-24,Roadside Romeo,2000000,55202,2046090,1.023045
2674,75,2008-10-24,Passchendaele,20000000,4452423,4453327,0.22266635
2679,80,2008-10-24,"Synecdoche, New York",20000000,3083538,4383538,0.2191769
3468,69,2008-10-24,High School Musical 3: Senior Year,11000000,90559416,274392880,24.944807272727274
4969,70,2008-10-31,Eden Lake,2000000,7321,4294373,2.1471865
2347,48,2008-10-31,Zack and Miri Make a Porno,24000000,31457946,36856306,1.5356794166666667
5607,8,2008-10-31,Little Big Top,240000,7484,7484,0.031183333333333334
