,id,release_date,movie,production_budget,domestic_gross,total_gross,profitability
5478,79,2015-04-14,Roadside,500000,0,0,0.0
4864,65,2015-04-15,The Toxic Avenger Part II,2300000,0,0,0.0
5213,14,2015-04-17,Unfriended,1000000,32789645,64364198,64.364198
1201,2,2015-04-17,Child 44,50000000,1224330,8004221,0.16008442
1559,60,2015-04-17,Paul Blart: Mall Cop 2,38000000,71091594,107650646,2.8329117368421053
5659,60,2015-04-17,Antarctic Edge: 70Âº South,150000,7193,7193,0.047953333333333334
5750,51,2015-04-21,Ten,25000,0,0,0.0
5002,3,2015-04-21,The Marine 4,1950000,0,0,0.0
5756,57,2015-04-21,The Front Man,20000,0,0,0.0
2664,65,2015-04-24,Little Boy,20000000,6485961,17769299,0.88846495
1907,8,2015-04-24,The Age of Adaline,30000000,42629776,68984536,2.299484533333333
5007,8,2015-04-24,Brotherly Love,1900000,478595,478595,0.2518921052631579
2155,56,2015-04-24,The Face of an Angel,26000000,0,0,0.0
2403,4,2015-04-24,The Water Diviner,22500000,4200117,31054727,1.3802100888888889
2319,20,2015-04-24,Yi ge ren de wu lin,25000000,129115,129115,0.0051646
3,4,2015-05-01,Avengers: Age of Ultron,330600000,459005868,1403013963,4.243841388384755
4232,33,2015-05-05,Miss Julie,5500000,0,863895,0.15707181818181817
5345,46,2015-05-05,Le bonheur d'Elza,900000,0,0,0.0
3154,55,2015-05-05,A Few Best Men,15000000,0,17224539,1.1483026
3818,19,2015-05-08,Skin Trade,9000000,1242,1242,0.000138
4733,34,2015-05-08,The D Train,3000000,669688,772366,0.2574553333333333
1678,79,2015-05-08,Hot Pursuit,35000000,34580201,45671512,1.3049003428571428
3512,13,2015-05-08,La famille BÃ©lier,11000000,0,82438670,7.494424545454545
4446,47,2015-05-08,Maggie,4500000,187112,1027760,0.2283911111111111
3975,76,2015-05-15,Pound of Flesh,7500000,0,0,0.0
5296,97,2015-05-15,Childless,1000000,1036,1036,0.001036
4380,81,2015-05-15,Area 51,5000000,7556,7556,0.0015112
174,75,2015-05-15,Mad Max: Fury Road,150000000,153636354,370098020,2.467320133333333
2013,14,2015-05-15,Pitch Perfect 2,29000000,184296230,287625468,9.918119586206897
5771,72,2015-05-19,Family Motocross,10000,0,0,0.0
3746,47,2015-05-19,Into the Grizzly Maze,10000000,0,0,0.0
5414,15,2015-05-22,Drunk Wedding,600000,3301,3301,0.005501666666666667
1661,62,2015-05-22,Poltergeist,35000000,47425125,95713069,2.7346591142857144
3932,33,2015-05-22,Aloft,8000000,53086,237688,0.029711
122,23,2015-05-22,Tomorrowland,170000000,93436322,206627518,1.2154559882352942
5114,15,2015-05-26,Mutant World,1500000,0,0,0.0
2710,11,2015-05-29,Survivor,20000000,0,1703281,0.08516405
1602,3,2015-05-29,Aloha,37000000,21052030,25387091,0.6861375945945946
318,19,2015-05-29,San Andreas,110000000,155190832,456258539,4.1478049
1929,30,2015-06-03,Entourage,30000000,32363404,46438538,1.5479512666666666
3681,82,2015-06-05,Testament of Youth,10000000,1822250,6646669,0.6646669
782,83,2015-06-05,Spy!,65000000,110825712,232585748,3.578242276923077
4631,32,2015-06-05,Dawn Patrol,3500000,0,0,0.0
3168,69,2015-06-05,Freedom,14500000,0,872757,0.06019013793103448
2005,6,2015-06-05,United Passions,30000000,918,168832,0.005627733333333333
3550,51,2015-06-05,Insidious Chapter 3,10000000,52218558,120453155,12.0453155
33,34,2015-06-12,Jurassic World,215000000,652270625,1648854864,7.669092390697674
3899,100,2015-06-12,Me and Earl and the Dying Girl,8000000,6758416,9266180,1.1582725
4010,11,2015-06-19,Dope,7000000,17506470,18190831,2.598690142857143
97,98,2015-06-19,Inside Out,175000000,356461711,854235992,4.8813485257142855
4540,41,2015-06-19,Manglehorn,4000000,132270,797439,0.19935975
5620,21,2015-06-19,The Overnight,200000,1109808,1165996,5.82998
5485,86,2015-06-23,Crossroads,500000,0,0,0.0
5145,46,2015-06-26,The Algerian,1300000,0,0,0.0
2535,36,2015-06-26,Max,20000000,42656255,43658157,2.18290785
754,55,2015-06-26,Ted 2,68000000,81476385,217214143,3.194325632352941
2911,12,2015-06-26,Escobar: Paradise Lost,17000000,195792,3917679,0.23045170588235295
2153,54,2015-06-30,Viy,26000000,0,34246770,1.3171834615384614
3165,66,2015-07-01,Magic Mike XXL,14500000,66013057,123660597,8.52831703448276
148,49,2015-07-01,Terminator: Genisys,155000000,89760956,432150894,2.788070283870968
4845,46,2015-07-03,Stung,2500000,0,0,0.0
5698,99,2015-07-07,Tiger Orange,100000,0,0,0.0
2147,48,2015-07-10,Self/Less,26000000,12279691,33667319,1.2948968846153845
1520,21,2015-07-10,Baahubali: The Beginning,40000000,6738000,26736665,0.668416625
3726,27,2015-07-10,Strangerland,10000000,17472,161097,0.0161097
672,73,2015-07-10,Minions,74000000,336045770,1160336173,15.680218554054054
5679,80,2015-07-10,The Gallows,100000,22764410,41656474,416.56474
1635,36,2015-07-17,Trainwreck,35000000,110212700,141123897,4.032111342857143
3285,86,2015-07-17,Bajrangi Bhaijaan,13000000,8178001,121778347,9.367565153846154
242,43,2015-07-17,Ant-Man,130000000,180202163,518858449,3.9912188384615384
5701,2,2015-07-17,Dawn of the Crescent Moon,75000,8799,8799,0.11732
3734,35,2015-07-21,American Heist,10000000,0,2341218,0.2341218
5476,77,2015-07-24,The Outrageous Sophie Tucker,500000,0,0,0.0
1891,92,2015-07-24,Southpaw,30000000,52421953,94156456,3.138548533333333
3302,3,2015-07-24,The Vatican Tapes,13000000,1784763,14929184,1.1483987692307693
458,59,2015-07-24,Pixels,90000000,78765986,244041804,2.7115756
3367,68,2015-07-24,Paper Towns,12000000,32000304,85450484,7.120873666666666
1827,28,2015-07-29,Vacation,31000000,58884188,102306500,3.300209677419355
5278,79,2015-07-31,Beyond the Brick: A LEGO Brickumentary,1000000,101531,101531,0.101531
167,68,2015-07-31,Mission: ImpossibleâRogue Nation,150000000,195042377,688858992,4.59239328
5719,20,2015-07-31,Counting,50000,8374,8374,0.16748
1781,82,2015-07-31,The Young and Prodigious T.S. Spivet,33000000,176847,357687,0.010839
5723,24,2015-08-04,Bending Steel,50000,0,0,0.0
2250,51,2015-08-05,Shaun the Sheep,25000000,19375982,101925161,4.07700644
2794,95,2015-08-07,Ricki and the Flash,18000000,26839498,41166033,2.2870018333333335
4262,63,2015-08-07,The Gift,5000000,43787265,58978477,11.7956954
297,98,2015-08-07,Fantastic Four,120000000,56117548,167849187,1.398743225
4934,35,2015-08-07,The Diary of a Teenage Girl,2000000,1477002,2279959,1.1399795
4370,71,2015-08-07,Cop Car,5000000,134552,143658,0.0287316
5670,71,2015-08-11,The Brain That Sings,125000,0,0,0.0
5486,87,2015-08-11,Alleluia! The Devil's Carnival,500000,0,0,0.0
2034,35,2015-08-14,Straight Outta Compton,28000000,161197785,202182981,7.22082075
654,55,2015-08-14,The Man From U.N.C.L.E.,75000000,45445109,104949584,1.3993277866666667
3307,8,2015-08-14,Brothers,13000000,656688,17856688,1.3735913846153847
4771,72,2015-08-14,Amnesiac,3000000,0,0,0.0
5603,4,2015-08-18,The Love Letter,250000,0,0,0.0
4063,64,2015-08-18,Z Storm,7000000,0,2053330,0.2933328571428571
4997,98,2015-08-21,The Curse of Downers Grove,2000000,0,0,0.0
2071,72,2015-08-21,American Ultra,28000000,14439985,30295028,1.0819652857142856
1707,8,2015-08-21,Hitman: Agent 47,35000000,22467450,82182803,2.348080085714286
5660,61,2015-08-21,Top Spin,150000,5858,5858,0.039053333333333336
3590,91,2015-08-21,Sinister 2,10000000,27740955,54104225,5.4104225
4273,74,2015-08-26,No Escape,5000000,27288872,42844516,8.5689032
4456,57,2015-08-28,Zipper,4500000,0,0,0.0
5350,51,2015-08-28,Windsor Drive,850000,3256,3256,0.0038305882352941177
4919,20,2015-08-28,We Are Your Friends,2000000,3591417,10153415,5.0767075
5172,73,2015-08-28,Que Horas Ela Volta?,1200000,376976,3249041,2.7075341666666666
4665,66,2015-08-28,War Room,3000000,67790117,73975239,24.658413
5748,49,2015-09-01,Exeter,25000,0,489792,19.59168
4070,71,2015-09-01,Alpha & Omega: The Legend of the Saw Tooth Cave,7000000,0,0,0.0
5724,25,2015-09-01,"Run, Hide, Die",50000,0,0,0.0
3161,62,2015-09-01,Broken Horses,15000000,0,3471,0.0002314
4633,34,2015-09-01,Lords of London,3440000,0,0,0.0
3874,75,2015-09-02,A Walk in the Woods,8000000,29499394,37119358,4.63991975
819,20,2015-09-04,Tian jiang xiong shi,65000000,74070,122519874,1.8849211384615385
2433,34,2015-09-04,The Transporter Refueled,22000000,16029670,69698495,3.168113409090909
5649,50,2015-09-04,Heroes of Dirt,175000,0,0,0.0
4751,52,2015-09-04,Before We Go,3000000,37151,483938,0.16131266666666666
5116,17,2015-09-08,Checkmate,1500000,0,0,0.0
4566,67,2015-09-08,Chain of Command,4000000,0,0,0.0
2777,78,2015-09-11,The Perfect Guy,18000000,57027435,60278166,3.348787
4255,56,2015-09-11,The Visit,5000000,65206105,98677816,19.7355632
4337,38,2015-09-11,90 Minutes in Heaven,5000000,4816142,4816142,0.9632284
5178,79,2015-09-18,La navaja de Don Juan,1200000,4254,4254,0.003545
1899,100,2015-09-18,Sicario,30000000,46889293,84393749,2.8131249666666664
802,3,2015-09-18,Everest,65000000,43482270,221297061,3.404570169230769
4922,23,2015-09-18,Captive,2000000,2583301,2791973,1.3959865
837,38,2015-09-18,Maze Runner: The Scorch Trials,61000000,81697192,310566162,5.09124855737705
1058,59,2015-09-18,Black Mass,53000000,62575678,98837872,1.8648655094339623
4397,98,2015-09-25,Navy SEAL vs. Zombies,5000000,0,0,0.0
1405,6,2015-09-25,The Intern,40000000,75764672,197115710,4.92789275
5230,31,2015-09-25,The Green Inferno,1000000,7192291,12931420,12.93142
541,42,2015-09-25,Hotel Transylvania 2,80000000,169700110,469500298,5.868753725
5105,6,2015-09-28,"Me, You and Five Bucks",1500000,2105,2105,0.0014033333333333333
5780,81,2015-09-29,A Plague So Pleasant,1400,0,0,0.0
4462,63,2015-09-29,R.L. Stine's Monsterville: The Cabinet of Souls,4400000,0,0,0.0
5639,40,2015-09-29,Theresa Is a Mother,200000,0,0,0.0
5702,3,2015-09-29,Queen Crab,75000,0,0,0.0
1732,33,2015-09-30,The Walk,35000000,10161183,61492104,1.756917257142857
1204,5,2015-10-02,Shanghai,50000000,46425,15505922,0.31011844
345,46,2015-10-02,The Martian,108000000,228433663,655271443,6.067328175925926
4050,51,2015-10-02,Freeheld,7000000,546201,1732228,0.24746114285714285
4884,85,2015-10-06,The Timber,2100000,0,0,0.0
5604,5,2015-10-09,Western Religion,250000,0,0,0.0
3445,46,2015-10-09,Trash,12000000,17484,6553186,0.5460988333333333
1959,60,2015-10-09,Steve Jobs,30000000,17766658,35579007,1.1859669
192,93,2015-10-09,Pan,150000000,35088320,151525973,1.0101731533333334
4961,62,2015-10-09,Knock Knock,2000000,36336,6328516,3.164258
4847,48,2015-10-13,8 Days,2500000,0,0,0.0
957,58,2015-10-16,Goosebumps,58000000,80069458,158905324,2.7397469655172415
1032,33,2015-10-16,Crimson Peak,55000000,31090320,74966854,1.363033709090909
3280,81,2015-10-16,Woodlawn,13000000,14394097,14403703,1.1079771538461538
3279,80,2015-10-16,Room,13000000,14677674,36262783,2.789444846153846
3139,40,2015-10-16,CÃ¬kÃ¨ NiÃ¨ YinniÃ¡ng,15000000,632542,11279884,0.7519922666666666
1409,10,2015-10-16,Bridge of Spies,40000000,72313754,162498338,4.06245845
5033,34,2015-10-20,Beginnerâs Guide to Sex,1800000,0,0,0.0
5534,35,2015-10-20,Rotor DR1,350000,0,0,0.0
5557,58,2015-10-23,The Looking Glass,300000,1711,1711,0.005703333333333334
3606,7,2015-10-23,Paranormal Activity: The Ghost Dimension,10000000,18297124,77959374,7.7959374
595,96,2015-10-23,The Last Witch Hunter,80000000,27367660,130818912,1.6352364
4976,77,2015-10-23,Bone Tomahawk,2000000,0,475846,0.237923
3127,28,2015-10-23,Rock the Kasbah,15000000,3020665,3386153,0.22574353333333333
4352,53,2015-10-23,Jem and the Holograms,5000000,2184640,2368937,0.4737874
3215,16,2015-10-23,Suffragette,14000000,4702420,34044909,2.431779214285714
4399,100,2015-10-27,Running Forever,5000000,0,0,0.0
5323,24,2015-10-27,The Horror Network,1000000,0,0,0.0
2705,6,2015-10-30,Regression,20000000,55039,15824374,0.7912187
3454,55,2015-10-30,Dancin' It's On,12000000,0,0,0.0
2077,78,2015-10-30,Our Brand is Crisis,28000000,7002261,8594558,0.3069485
1782,83,2015-10-30,Freaks of Nature,33000000,70958,70958,0.0021502424242424243
3124,25,2015-10-30,Scouts Guide to the Zombie Apocalypse,15000000,3703046,15554855,1.0369903333333332
2626,27,2015-10-30,Burnt,20000000,13651946,36773510,1.8386755
4457,58,2015-11-03,The Final Girls,4500000,0,0,0.0
3478,79,2015-11-04,Brooklyn,11000000,38322743,62076141,5.643285545454545
2533,34,2015-11-06,Spotlight,20000000,45055776,92088460,4.604423
406,7,2015-11-06,The Peanuts Movie,99000000,130178411,250091610,2.5261778787878786
9,10,2015-11-06,Spectre,300000000,200074175,879620923,2.9320697433333334
5640,41,2015-11-10,Perfect Cowboy,200000,0,0,0.0
5697,98,2015-11-10,The Night Visitor,100000,0,0,0.0
5490,91,2015-11-10,The Little Ponderosa Zoo,500000,0,0,0.0
3447,48,2015-11-11,10 Days in a Madhouse,12000000,14616,14616,0.001218
2684,85,2015-11-13,My All-American,20000000,2246000,2246000,0.1123
2696,97,2015-11-13,By the Sea,20000000,538460,3727746,0.1863873
2797,98,2015-11-13,Love the Coopers,18000000,26302731,42227490,2.345971666666667
3824,25,2015-11-13,Heist,8900000,50136,3324131,0.37349786516853933
2277,78,2015-11-13,The 33,25000000,12227722,28400715,1.1360286
5120,21,2015-11-20,Mustang,1400000,845464,5552584,3.9661314285714284
2593,94,2015-11-20,Secret in Their Eyes,20000000,20180155,32608019,1.63040095
5115,16,2015-11-20,#Horror,1500000,0,0,0.0
5497,98,2015-11-20,Siakh lokhamim: ha'slilim ha'gnouzim,450000,41260,42503,0.09445111111111111
2205,6,2015-11-20,The Night Before,25000000,43035725,52427346,2.09709384
2309,10,2015-11-20,Legend,25000000,1872994,42425450,1.697018
4066,67,2015-11-20,Criminal Activities,7000000,0,386744,0.05524914285714286
3459,60,2015-11-20,Carol,11800000,12711491,42843521,3.6308068644067797
138,39,2015-11-20,The Hunger Games: Mockingjay - Part 2,160000000,281723902,648986787,4.05616741875
1590,91,2015-11-25,Creed,37000000,109767581,173567581,4.691015702702702
1523,24,2015-11-25,Victor Frankenstein,40000000,5775076,31124367,0.778109175
72,73,2015-11-25,The Good Dinosaur,187500000,123087120,333771037,1.7801121973333334
5751,52,2015-12-01,Dutch Kills,25000,0,0,0.0
5000,1,2015-12-01,Shark Lake,2000000,0,0,0.0
5487,88,2015-12-01,Brooklyn Bizarre,500000,0,0,0.0
2007,8,2015-12-01,Grace of Monaco,30000000,0,25199891,0.8399963666666667
3298,99,2015-12-04,Youth,13000000,2703296,24001573,1.846274846153846
3027,28,2015-12-04,Krampus,15000000,42725475,61788393,4.1192262
5565,66,2015-12-08,Amidst the Devil's Wings,300000,0,0,0.0
951,52,2015-12-11,The Ridiculous 6,60000000,0,0,0.0
5302,3,2015-12-11,American Hero,1000000,0,26,2.6e-05
4773,74,2015-12-11,Close Range,3000000,0,0,0.0
400,1,2015-12-11,In the Heart of the Sea,100000000,25020758,89693309,0.89693309
2041,42,2015-12-11,The Big Short,28000000,70259870,133162752,4.755812571428572
5453,54,2015-12-11,O Menino e o Mundo,500000,129479,280967,0.561934
5,6,2015-12-18,Star Wars Ep. VII: The Force Awakens,306000000,936662225,2053311220,6.710167385620915
5044,45,2015-12-18,Saul fia,1700000,1777043,9696537,5.703845294117647
1856,57,2015-12-18,Sisters,30000000,87044645,106030660,3.5343553333333335
455,56,2015-12-18,Alvin and the Chipmunks: The Road Chip,90000000,85886987,249517956,2.772421733333333
5325,26,2015-12-22,Por amor en el caserio,1000000,0,0,0.0
1087,88,2015-12-25,Daddyâs Home,50000000,150357137,242757137,4.85514274
399,100,2015-12-25,Point Break,100000000,28782481,126704591,1.26704591
226,27,2015-12-25,The Revenant,135000000,183637894,532938302,3.947691125925926
832,33,2015-12-25,The Hateful Eight,62000000,54117416,147864886,2.384917516129032
887,88,2015-12-25,Joy,60000000,56451232,101134059,1.68556765
1679,80,2015-12-25,Concussion,35000000,34531832,50363790,1.4389654285714286
3905,6,2015-12-30,Anomalisa,8000000,3759286,5706168,0.713271
3945,46,2015-12-31,Henry Joseph Church,8000000,0,0,0.0
5671,72,2015-12-31,Romantic Schemer,125000,0,0,0.0
4396,97,2015-12-31,Aztec Warrior,5000000,0,0,0.0
5664,65,2015-12-31,Escaping the Holocost,150000,0,0,0.0
5602,3,2015-12-31,Shooting the Warwicks,250000,0,0,0.0
5422,23,2015-12-31,Julija in alfa Romeo,560000,0,8462,0.015110714285714286
5563,64,2015-12-31,Walking to Paris,300000,0,0,0.0
4979,80,2015-12-31,"To Be Frank, Sinatra at 100",2000000,0,926,0.000463
5013,14,2015-12-31,Vaalu,1900000,0,12444,0.006549473684210526
5482,83,2015-12-31,Fight to the Finish,500000,0,0,0.0
4794,95,2015-12-31,Sardaar Ji,2700000,0,8200000,3.037037037037037
4064,65,2015-12-31,Geroy,7000000,0,1545121,0.22073157142857142
5695,96,2015-12-31,Lunchtime Heroes,100000,0,0,0.0
5489,90,2015-12-31,Rodeo Girl,500000,0,0,0.0
3449,50,2015-12-31,San cheng ji,12000000,0,1950194,0.16251616666666666
4772,73,2015-12-31,Unnatural,3000000,0,0,0.0
4563,64,2015-12-31,The Veil,4000000,0,0,0.0
3156,57,2015-12-31,Chiamatemi Francesco - Il papa della gente,15000000,0,3925769,0.2617179333333333
1368,69,2015-12-31,Pourquoi j'ai pas mangÃ© mon pÃ¨re,42000000,0,15451663,0.3678967380952381
5652,53,2015-12-31,Lumea e a mea,168000,0,29678,0.1766547619047619
5300,1,2015-12-31,Karachi se Lahore,1000000,0,17721,0.017721
4998,99,2015-12-31,Wind Walkers,2000000,0,0,0.0
4764,65,2015-12-31,AWOL-72,3000000,0,0,0.0
5385,86,2016-01-05,Adulterers,750000,0,0,0.0
4618,19,2016-01-08,The Masked Saint,3500000,182695,182695,0.05219857142857143
3591,92,2016-01-08,The Forest,10000000,26594261,40749230,4.074923
2808,9,2016-01-15,Norm of the North,18000000,17062499,30535660,1.6964255555555556
1129,30,2016-01-15,13 Hours: The Secret Soldiers of Benghazi,50000000,52853219,69411370,1.3882274
4146,47,2016-01-15,The Lady in the Van,6000000,10021175,42320503,7.053417166666667
1394,95,2016-01-15,Ride Along 2,40000000,90862685,124827316,3.1206829
4865,66,2016-01-19,Eden,2300000,0,0,0.0
4885,86,2016-01-19,Sharkskin,2100000,0,0,0.0
3567,68,2016-01-22,The Boy,10000000,35819556,68220952,6.8220952
3461,62,2016-01-22,Dirty Grandpa,11500000,35593113,105078449,9.137256434782609
1619,20,2016-01-22,Yip Man 3,36000000,2679437,157300954,4.369470944444444
980,81,2016-01-22,Zhuo yao ji,56000000,32766,359495591,6.419564125
1568,69,2016-01-22,The 5th Wave,38000000,34912982,111336398,2.9299052105263157
210,11,2016-01-29,Kung Fu Panda 3,140000000,143528619,517599142,3.6971367285714285
4314,15,2016-01-29,Fifty Shades of Black,5000000,11686940,22113075,4.422615
735,36,2016-01-29,The Finest Hours,70000000,27569558,49252761,0.7036108714285715
2311,12,2016-01-29,Jane Got a Gun,25000000,1513793,3771345,0.1508538
4849,50,2016-02-02,The Rise of the Krays,2500000,0,0,0.0
950,51,2016-02-05,Xi You Ji zhi Sun Wu Kong San Da Bai Gu Jing,60000000,709982,194058503,3.2343083833333335
2421,22,2016-02-05,"Hail, Caesar!",22000000,30080225,64160680,2.9163945454545455
2073,74,2016-02-05,Pride and Prejudice and Zombies,28000000,10907291,16638300,0.594225
3514,15,2016-02-05,Misconduct,11000000,0,2352511,0.21386463636363637
955,56,2016-02-12,Deadpool,58000000,363070709,801025593,13.810786086206896
618,19,2016-02-12,The Little Prince,77500000,1311213,102028919,1.3165021806451613
1163,64,2016-02-12,Zoolander 2,50000000,28848693,55348693,1.10697386
1597,98,2016-02-12,How to be Single,37000000,46843513,100003780,2.702804864864865
4289,90,2016-02-19,Race,5000000,19115191,23745772,4.7491544
4593,94,2016-02-19,The Witch,3500000,25138705,40454520,11.558434285714286
2853,54,2016-02-19,Forsaken,18000000,0,0,0.0
841,42,2016-02-19,Mei Ren Yu,60720000,3229457,554516671,9.13235624176548
2547,48,2016-02-19,Risen,20000000,36880033,46255763,2.31278815
217,18,2016-02-26,Gods of Egypt,140000000,31153464,138836756,0.9916911142857143
2632,33,2016-02-26,Triple 9,20000000,12639297,25943792,1.2971896
2385,86,2016-02-26,Eddie the Eagle,23000000,15789389,45060480,1.9591513043478261
5322,23,2016-03-01,1982,1000000,0,0,0.0
879,80,2016-03-04,London Has Fallen,60000000,62524260,195194085,3.25323475
5415,16,2016-03-04,They Will Have to Kill Us First,600000,0,7943,0.013238333333333333
4348,49,2016-03-04,The Other Side of the Door,5000000,3000342,12905107,2.5810214
156,57,2016-03-04,Zootopia,150000000,341268248,1019429616,6.79619744
1705,6,2016-03-04,Whiskey Tango Foxtrot,35000000,23083334,25350747,0.7243070571428571
2008,9,2016-03-08,Savva. Serdtse voyna,30000000,0,5015080,0.16716933333333334
2754,55,2016-03-08,Out of the Inferno,19000000,0,0,0.0
1738,39,2016-03-11,The Brothers Grimsby,35000000,6864016,28720470,0.8205848571428571
4321,22,2016-03-11,The Perfect Match,5000000,9669521,10182050,2.03641
3274,75,2016-03-11,Eye in the Sky,13000000,18704596,35402802,2.7232924615384615
5221,22,2016-03-11,"Hello, My Name is Doris",1000000,14444999,14662703,14.662703
2916,17,2016-03-11,The Young Messiah,16800000,6469813,7313697,0.4353391071428571
5281,82,2016-03-11,Creative Control,1000000,63014,63014,0.063014
4253,54,2016-03-11,10 Cloverfield Lane,5000000,72082999,108286422,21.6572844
4398,99,2016-03-15,The Hatching,5000000,0,0,0.0
3249,50,2016-03-16,Miracles from Heaven,13000000,61705123,73798736,5.6768258461538466
333,34,2016-03-18,The Divergent Series: Allegiant,110000000,66184051,172022517,1.5638410636363635
4615,16,2016-03-18,The Bronze,3500000,615816,615816,0.17594742857142856
5737,38,2016-03-18,Krisha,30000,144822,144822,4.8274
2834,35,2016-03-18,Midnight Special,18000000,3712282,7680250,0.42668055555555556
2776,77,2016-03-25,My Big Fat Greek Wedding 2,18000000,59689605,92096558,5.116475444444444
4431,32,2016-03-25,The Lobster,4500000,9196278,18019834,4.004407555555556
17,18,2016-03-25,Batman v Superman: Dawn of Justice,250000000,330360194,867500281,3.470001124
3668,69,2016-03-30,Everybody Wants Some,10000000,3400278,5437126,0.5437126
4284,85,2016-04-01,Godâs Not Dead 2,5000000,20773069,23551286,4.7102572
5338,39,2016-04-01,Meet the Blacks,900000,9097072,9097072,10.107857777777777
5273,74,2016-04-08,The Invitation,1000000,231738,354836,0.354836
2016,17,2016-04-08,The Boss,29000000,63077560,78652207,2.7121450689655173
5321,22,2016-04-08,Hush,1000000,0,0,0.0
4899,100,2016-04-08,Hardcore Henry,2000000,9252038,17187434,8.593717
96,97,2016-04-15,The Jungle Book,175000000,364001123,962854547,5.502025982857143
1820,21,2016-04-15,Criminal,31500000,14708696,38771262,1.2308337142857142
2521,22,2016-04-15,Barbershop: The Next Cut,20000000,54030051,54404202,2.7202101
2849,50,2016-04-15,I Am Wrath,18000000,0,309608,0.017200444444444445
4345,46,2016-04-15,Green Room,5000000,3220371,3807503,0.7615006
4720,21,2016-04-22,Compadres,3000000,3127773,7445044,2.4816813333333334
309,10,2016-04-22,The Huntsman: Winterâs War,115000000,48003015,165149302,1.4360808869565218
5086,87,2016-04-22,Unsullied,1500000,510957,510957,0.340638
4657,58,2016-04-22,The Meddler,3200000,4267219,5526942,1.727169375
1746,47,2016-04-22,A Hologram for the King,35000000,4212494,11846010,0.3384574285714286
2651,52,2016-04-29,Ratchet and Clank,20000000,8813410,14365639,0.71828195
3666,67,2016-04-29,The Man Who Knew Infinity,10000000,3877922,12382122,1.2382122
3069,70,2016-04-29,Keanu,15000000,20591853,20688141,1.3792094
2226,27,2016-04-29,Motherâs Day,25000000,32492859,52367022,2.09468088
16,17,2016-05-06,Captain America: Civil War,250000000,408084349,1140069413,4.560277652
3811,12,2016-05-06,Dheepan,9000000,248795,7704357,0.8560396666666666
3946,47,2016-05-06,Code of Honor,8000000,0,0,0.0
4497,98,2016-05-13,The Darkness,4000000,10753574,10898293,2.72457325
2097,98,2016-05-13,Money Monster,27000000,41012075,93466095,3.461707222222222
676,77,2016-05-20,The Angry Birds Movie,73000000,107509366,352327887,4.826409410958904
1155,56,2016-05-20,The Nice Guys,50000000,36261763,59596747,1.19193494
1655,56,2016-05-20,Neighbors 2: Sorority Rising,35000000,55340730,108757621,3.1073606
5675,76,2016-05-24,Une Femme MariÃ©e,120000,0,0,0.0
125,26,2016-05-27,Alice Through the Looking Glass,170000000,77042381,276928112,1.6289888941176471
92,93,2016-05-27,X-Men: Apocalypse,178000000,155442489,542537546,3.047963741573034
2646,47,2016-06-03,Popstar: Never Stop Never Stopping,20000000,9496130,9537120,0.476856
231,32,2016-06-03,Teenage Mutant Ninja Turtles: Out of the Shadows,135000000,82051601,245328374,1.8172472148148149
4621,22,2016-06-03,Time to Choose,3500000,29233,29233,0.008352285714285715
2519,20,2016-06-03,Me Before You,20000000,56245075,208265198,10.4132599
5650,51,2016-06-03,The Fits,170000,166425,169242,0.9955411764705883
1389,90,2016-06-10,The Conjuring 2: The Enfield Poltergeist,40000000,102470008,311262102,7.78155255
2909,10,2016-06-10,Genius,17000000,1361045,7265283,0.42736958823529414
145,46,2016-06-10,Warcraft,160000000,47225655,425522281,2.65951425625
465,66,2016-06-10,Now You See Me 2,90000000,65075540,328325007,3.648055633333333
1090,91,2016-06-17,Central Intelligence,50000000,127440871,217194805,4.3438961
45,46,2016-06-17,Finding Dory,200000000,486295561,1021215193,5.106075965
3253,54,2016-06-24,The Shallows,13000000,55121623,118763442,9.135649384615384
132,33,2016-06-24,Independence Day: Resurgence,165000000,103144286,384169424,2.328299539393939
4824,25,2016-06-24,Hunt for the Wilderpeople,2500000,5205471,23845533,9.5382132
1180,81,2016-06-24,Free State of Jones,50000000,20810036,23237252,0.46474504
4709,10,2016-06-24,Swiss Army Man,3000000,4210454,5837111,1.9457036666666667
3967,68,2016-06-24,The Neon Demon,7500000,1333124,3559803,0.4746404
216,17,2016-07-01,The BFG,140000000,55483770,199646680,1.4260477142857142
3541,42,2016-07-01,The Purge: Election Year,10000000,79042440,118514727,11.8514727
87,88,2016-07-01,The Legend of Tarzan,180000000,126643061,348902025,1.9383445833333333
3499,100,2016-07-06,Sultan,11000000,5599781,72989781,6.6354346363636365
4999,100,2016-07-08,The Dog Lover,2000000,0,0,0.0
1772,73,2016-07-08,Mike and Dave Need Wedding Dates,33000000,46009673,75898100,2.2999424242424245
625,26,2016-07-08,The Secret Life of Pets,75000000,368384330,886750534,11.823340453333333
1231,32,2016-07-13,The Infiltrator,47500000,15436808,20718104,0.4361706105263158
4307,8,2016-07-15,Hillaryâs America: The Secret History of the Democratic Party,5000000,13099931,13099931,2.6199862
203,4,2016-07-15,Ghostbusters,144000000,128350574,229008658,1.5903379027777778
4708,9,2016-07-22,Donât Think Twice,3000000,4417983,4417983,1.472661
351,52,2016-07-22,Ice Age: Collision Course,105000000,64063008,402156682,3.830063638095238
4254,55,2016-07-22,Lights Out,5000000,67268835,148806510,29.761302
78,79,2016-07-22,Star Trek Beyond,185000000,158848340,335802233,1.8151472054054054
