,id,year,movie,production_budget,domestic_gross,total_gross,profitability
4754,55,2005,My Big Fat Independent Movie,3000000,4655,4655,0.0015516666666666667
5121,22,2005,The Holy Girl,1400000,304124,1261792,0.90128
2634,35,2005,The Weather Man,20000000,12482775,15466961,0.77334805
4189,90,2005,11:14,6000000,0,0,0.0
5108,9,2005,Wal-Mart: The High Cost of Low Price,1500000,0,58692,0.039128
4946,47,2005,House of D,2000000,388532,466106,0.233053
5463,64,2005,The Californians,500000,4134,4134,0.008268
4520,21,2005,Thumbsucker,4000000,1328679,1919197,0.47979925
4251,52,2005,Saw II,5000000,87025093,152925093,30.5850186
5190,91,2005,Waiting...,1125000,16124543,18673274,16.59846577777778
4418,19,2005,Dear Frankie,4600000,1340891,3099369,0.6737758695652174
5057,58,2005,Dil Jo Bhi Kahey...,1600000,129319,129319,0.080824375
4244,45,2005,Saint Ralph,5200000,795126,1695126,0.3259857692307692
3388,89,2005,The Upside of Anger,12000000,18761993,28915761,2.40964675
5060,61,2005,I Love Your Work,1600000,3264,3264,0.00204
5193,94,2005,Wolf Creek,1100000,16186348,29005064,26.36824
4918,19,2005,Me and You and Everyone We Know,2000000,3885134,9615464,4.807732
3997,98,2005,"Good Night, and Good Luck",7000000,31501218,56586901,8.083843
2608,9,2005,Kung Fu Hustle,20000000,17104669,102034104,5.1017052
4226,27,2005,De battre mon coeur s'est arrÃªtÃ©,5500000,1023424,8589831,1.5617874545454546
3978,79,2005,Crash,7303082,55334418,101173038,13.853471452189638
2698,99,2005,The Game of Their Lives,20000000,375474,375474,0.0187737
3062,63,2005,Match Point,15000000,23089926,87973835,5.864922333333333
5432,33,2005,Mad Hot Ballroom,500000,8117961,9387581,18.775162
2697,98,2005,Steamboy,20000000,468867,10468867,0.52344335
2602,3,2005,Pooh's Heffalump Movie,20000000,18098433,55686944,2.7843472
5380,81,2005,Undead,750000,41196,229250,0.30566666666666664
5781,82,2005,My Date With Drew,1100,181041,181041,164.58272727272728
5046,47,2005,Yes,1700000,396035,661221,0.3889535294117647
978,79,2005,The Pacifier,56000000,113006880,198006880,3.535837142857143
5194,95,2005,Ong-Bak,1100000,4563167,24062965,21.875422727272728
5474,75,2005,Insomnia Manica,500000,0,0,0.0
4099,100,2005,The Work and the Glory: American Zion,6500000,2025032,2025032,0.3115433846153846
5026,27,2005,Travellers and Magicians,1800000,506793,1322161,0.7345338888888889
4953,54,2005,It's All Gone Pete Tong,2000000,120620,2226603,1.1133015
2640,41,2005,Mrs. Henderson Presents,20000000,11036366,27836366,1.3918183
3961,62,2005,Shopgirl,7500000,10284523,11758418,1.5677890666666667
3936,37,2005,Welcome to Dongmakgol,8000000,0,48000000,6.0
5389,90,2005,Rize,700000,3278611,4857731,6.939615714285714
3806,7,2005,Undiscovered,9000000,1069318,1069318,0.1188131111111111
3934,35,2005,Dear Wendy,8000000,23106,446438,0.05580475
2973,74,2005,The White Countess,16000000,1669971,2814566,0.175910375
5505,6,2005,Gory Gory Hallelujah,425000,12604,12604,0.029656470588235295
5045,46,2005,My Summer of Love,1700000,1000915,4727375,2.7808088235294117
2671,72,2005,Alone in the Dark,20000000,5178569,10588079,0.52940395
3906,7,2005,CachÃ©,8000000,3647381,19891331,2.486416375
2653,54,2005,The Man,20000000,8330720,10393696,0.5196848
5295,96,2005,The Helixâ¦Loaded,1000000,3700,3700,0.0037
2987,88,2005,Madison,15500000,517262,517262,0.033371741935483874
3229,30,2005,Brokeback Mountain,13900000,83043761,176980863,12.732436187050359
3238,39,2005,Der Untergang,13500000,5501940,93631744,6.935684740740741
5282,83,2005,Chocolate: Deep Dark Secrets,1000000,49000,1549000,1.549
2660,61,2005,Proof,20000000,7535331,8284331,0.41421655
5307,8,2005,Proud,1000000,0,0,0.0
3998,99,2005,Capote,7000000,28750530,49924079,7.132011285714285
5222,23,2005,Cry Wolf,1000000,10047674,15943081,15.943081
2792,93,2005,The Fog,18000000,29511112,37048526,2.0582514444444446
3159,60,2005,Dungeons & Dragons: Wrath of the Dragon God,15000000,0,909822,0.0606548
3044,45,2005,Because of Winn-Dixie,15000000,32647042,33508485,2.233899
1780,81,2006,Goal! The Dream Begins,33000000,4283255,27610873,0.8366931212121212
3892,93,2006,See No Evil,8000000,15032800,18828036,2.3535045
3857,58,2006,Kurtlar vadisi - Irak,8300000,0,24906717,3.000809277108434
935,36,2006,The Black Dahlia,60000000,22672813,49238525,0.8206420833333333
3865,66,2006,Little Miss Sunshine,8000000,59891098,100642353,12.580294125
4331,32,2006,Grandmaâs Boy,5000000,6090172,6590172,1.3180344
2258,59,2006,Unaccompanied Minors,25000000,16655224,21970831,0.87883324
4339,40,2006,Keeping Up with the Steins,5000000,4339241,4414753,0.8829506
3110,11,2006,Hoot,15000000,8117637,8224998,0.5483332
3884,85,2006,Akeelah and the Bee,8000000,18848430,18959424,2.369928
1367,68,2006,Les BronzÃ©s 3: amis pour la vie,42000000,0,83833602,1.9960381428571428
929,30,2006,Garfield: A Tail of Two Kitties,60000000,28426747,147985373,2.4664228833333333
941,42,2006,Flyboys,60000000,13090630,14816379,0.24693965
1395,96,2006,Scary Movie 4,40000000,90710620,178710620,4.4677655
5584,85,2006,The Motel,250000,51540,51540,0.20616
1995,96,2006,Miss Potter,30000000,3005605,35891257,1.1963752333333333
1996,97,2006,Wu ji,30000000,669625,35869934,1.1956644666666667
4361,62,2006,The Oh in Ohio,5000000,418689,648183,0.1296366
3090,91,2006,Idlewild,15000000,12669914,12669914,0.8446609333333334
916,17,2006,The Sentinel,60000000,36280697,78080697,1.30134495
3072,73,2006,The Marine,15000000,18844784,22165608,1.4777072
3067,68,2006,Flicka,15000000,21000147,21896367,1.4597578
1774,75,2006,Snakes on a Plane,33000000,34020814,62020814,1.879418606060606
2484,85,2006,Pulse,20500000,20264436,30241435,1.4751919512195122
4583,84,2006,Unknown,3700000,26403,3355048,0.9067697297297297
1632,33,2006,The Devil Wears Prada,35000000,124740460,326073155,9.316375857142857
316,17,2006,Night at the Museum,110000000,250863268,579446407,5.267694609090909
4406,7,2006,Hostel,4800000,47326473,82241110,17.13356458333333
2764,65,2006,Borat,18000000,128505958,261443242,14.524624555555556
1403,4,2006,Eight Below,40000000,81612565,120455994,3.01139985
4409,10,2006,Tristram Shandy: A Cock and Bull Story,4750000,1253413,3061763,0.6445816842105263
2069,70,2006,Just My Luck,28000000,17326650,38159905,1.36285375
3353,54,2006,Step Up,12000000,65328121,110989157,9.249096416666667
2720,21,2006,The Painted Veil,19400000,8060487,15118795,0.7793193298969072
3303,4,2006,Find Me Guilty,13000000,1173673,2898225,0.22294038461538462
1912,13,2006,Stranger Than Fiction,30000000,40435190,53572822,1.7857607333333334
3196,97,2006,An American Haunting,14000000,16298046,30443277,2.1745197857142857
1105,6,2006,Inside Man,50000000,88634237,185798265,3.7159653
1136,37,2006,Firewall,50000000,48751189,82751189,1.65502378
3894,95,2006,"Bon Cop, Bad Cop",8000000,12671300,12740705,1.592588125
3136,37,2006,Banlieue 13,15000000,1200216,11599903,0.7733268666666666
881,82,2006,The Shaggy Dog,60000000,61123569,87123569,1.4520594833333333
4444,45,2006,Chinjeolhan geumjassi,4500000,211667,23471871,5.215971333333333
3817,18,2006,Opal Dream,9000000,14443,14443,0.0016047777777777777
1414,15,2006,Big Momma's House 2,40000000,70165972,137047376,3.4261844
4469,70,2006,Nochnoy dozor,4200000,1502188,33913542,8.074652857142857
4473,74,2006,High School Musical,4200000,0,0,0.0
823,24,2006,Perfume: The Story of a Murderer,63700000,2223293,133603463,2.0973856043956043
3805,6,2006,Trust the Man,9000000,1530535,2548378,0.28315311111111113
821,22,2006,Little Man,64000000,58636047,101636047,1.588063234375
4498,99,2006,Scoop,4000000,10525717,40103262,10.0258155
1754,55,2006,Bandidas,35000000,0,19282590,0.5509311428571428
4504,5,2006,The Night Listener,4000000,7836393,10770993,2.69274825
1426,27,2006,Invincible,40000000,57806952,58501127,1.462528175
1432,33,2006,The Prestige,40000000,53089891,104407366,2.61018415
3021,22,2006,When a Stranger Calls,15000000,47860214,67215435,4.481029
1275,76,2006,Underworld: Evolution,45000000,62318875,113417762,2.520394711111111
3784,85,2006,Black Christmas,9000000,16235738,16235738,1.8039708888888888
3374,75,2006,Crank,12000000,27838408,43924923,3.66041025
3015,16,2006,The Queen,15000000,56441711,128885873,8.592391533333334
1433,34,2006,The Lake House,40000000,52330111,114830111,2.870752775
801,2,2006,We Are Marshall,65000000,43545364,43545364,0.6699286769230769
4412,13,2006,Driving Lessons,4700000,239962,239962,0.05105574468085106
5142,43,2006,Simon,1300000,4055,1738663,1.337433076923077
4971,72,2006,Say Uncle,2000000,5361,5361,0.0026805
2526,27,2006,Date Movie,20000000,48548426,85146165,4.25730825
5738,39,2006,Mutual Appreciation,30000,103509,103509,3.4503
5546,47,2006,Old Joy,300000,255923,399908,1.3330266666666666
5225,26,2006,Transamerica,1000000,9015303,16553163,16.553163
233,34,2006,Miami Vice,135000000,63478838,163818556,1.2134707851851851
5215,16,2006,An Inconvenient Truth,1000000,24146161,53365925,53.365925
2603,4,2006,School for Scoundrels,20000000,17807569,17807569,0.89037845
264,65,2006,The Da Vinci Code,125000000,217536138,767820459,6.142563672
5494,95,2006,Brick,450000,2075743,4243996,9.431102222222222
4949,50,2006,Sherrybaby,2000000,199176,759504,0.379752
5247,48,2006,Who Killed the Electric Car?,1000000,1678874,1849392,1.849392
2790,91,2006,United 93,18000000,31567134,77635035,4.3130575
2541,42,2006,The Grudge 2,20000000,39143839,70743839,3.53719195
5467,68,2006,Feng kuang de shi tou,500000,0,3000000,6.0
5766,67,2006,Clean,10000,138711,138711,13.8711
5469,70,2006,Griffin & Phoenix,500000,0,1355967,2.711934
2450,51,2006,Joyeux NoÃ«l,22000000,1054361,23134075,1.0515488636363637
2334,35,2006,Rocky Balboa,24000000,70269899,156229050,6.50954375
5191,92,2006,Dead Man's Shoes,1125000,6408,414736,0.3686542222222222
5763,64,2006,Grip: A Criminal's Story,12000,1336,1336,0.11133333333333334
5775,76,2006,Cavite,7000,70071,71644,10.234857142857143
5630,31,2006,The Case of the Grinning Cat,200000,7033,7033,0.035165
2546,47,2006,Man of the Year,20000000,37442180,41342180,2.067109
144,45,2006,Poseidon,160000000,60674817,181674817,1.13546760625
5759,60,2006,The Puffy Chair,15000,194523,195254,13.016933333333334
4967,68,2006,London,2000000,12667,12667,0.0063335
2628,29,2006,One Night with the King,20000000,13395961,13725032,0.6862516
5435,36,2006,Wordplay,500000,3121270,3177636,6.355272
5450,51,2006,Lonesome Jim,500000,154187,602789,1.205578
4133,34,2006,The Last King of Scotland,6000000,17606684,49155371,8.192561833333333
2308,9,2006,BloodRayne,25000000,2405420,3711633,0.14846532
5509,10,2006,Quinceanera,400000,1692693,2797199,6.9929975
5297,98,2006,In Her Line of Fire,1000000,884,884,0.000884
2756,57,2006,IndigÃ¨nes,18900000,320700,26063572,1.3790249735449736
23,24,2006,Superman Returns,232000000,200120000,374085065,1.612435625
2582,83,2006,The Covenant,20000000,23364784,38164784,1.9082392
37,38,2006,X-Men: The Last Stand,210000000,234362462,459260946,2.186956885714286
5504,5,2006,Moartea domnului Lazarescu,425000,80301,581304,1.3677741176470588
5373,74,2006,Iraq for Sale: The War Profiteers,775000,0,0,0.0
5276,77,2006,Once in a Lifetime: the Extraordinary Story of the New York Cosmos,1000000,144601,215559,0.215559
2686,87,2006,The Proposition,20000000,1903434,5313608,0.2656804
2584,85,2006,Stay Alive,20000000,23086480,23187506,1.1593753
179,80,2006,Mission: Impossible III,150000000,133501348,397501348,2.6500089866666667
5390,91,2006,Half Nelson,700000,2697938,4911725,7.01675
5110,11,2006,Fetching Cody,1500000,0,0,0.0
2555,56,2006,Babel,20000000,34302837,132121212,6.6060606
388,89,2006,Blood Diamond,100000000,57377916,171377916,1.71377916
27,28,2006,Pirates of the Caribbean: Dead Manâs Chest,225000000,423315812,1066215812,4.738736942222222
5327,28,2006,Hard Candy,950000,1024640,8267066,8.702174736842105
5551,52,2006,Sisters in Law,300000,33312,33312,0.11104
359,60,2006,Casino Royale,102000000,167365000,594420283,5.827649833333333
5056,57,2006,Bubble,1600000,145382,145382,0.09086375
5680,81,2006,Facing the Giants,100000,10178331,10243159,102.43159
5304,5,2006,Jimmy and Judy,1000000,0,0,0.0
5531,32,2006,51 Birch Street,350000,84689,84689,0.24196857142857142
2669,70,2006,A Scanner Darkly,20000000,5501616,7405084,0.3702542
5496,97,2006,Conversations with Other Women,450000,379418,1297745,2.8838777777777778
5673,74,2006,The Blood of My Brother: A Story of Death in Iraq,120000,0,0,0.0
2571,72,2006,Stick It,20000000,26910736,30399714,1.5199857
382,83,2006,Eragon,100000000,75030163,249488115,2.49488115
5341,42,2006,The Quiet,900000,381420,381420,0.4238
2659,60,2006,Doogal,20000000,7578946,28058652,1.4029326
195,96,2006,Flushed Away,149000000,64665672,179357126,1.2037391006711409
5301,2,2006,Loving Annabelle,1000000,0,5382,0.005382
1117,18,2006,V for Vendetta,50000000,70511035,130214162,2.60428324
693,94,2006,Cars,70000000,244082982,461651246,6.5950178
3948,49,2006,Imagine Me & You,7900000,672243,3129471,0.39613556962025315
2937,38,2006,El Laberinto del Fauno,16000000,37634615,87041569,5.4400980625
3414,15,2006,For Your Consideration,12000000,5549923,5549923,0.46249358333333335
1725,26,2006,Zoom,35000000,11989328,12506188,0.35731965714285713
4000,1,2006,The Descent,7000000,26024456,57051053,8.150150428571429
3440,41,2006,Fateless,12000000,196857,196857,0.01640475
2859,60,2006,Hoodwinked,17500000,51386611,109843390,6.276765142857143
3589,90,2006,Employee of the Month,10000000,28444855,38364855,3.8364855
529,30,2006,Charlotte's Web,82500000,82985708,143985708,1.7452813090909092
528,29,2006,Click,82500000,137355633,237685089,2.8810313818181816
2847,48,2006,Renaissance,18000000,70644,2401413,0.13341183333333334
3547,48,2006,Madea's Family Reunion,10000000,63257940,63320521,6.3320521
3540,41,2006,Saw III,10000000,80238724,163876815,16.3876815
2223,24,2006,She's the Man,25000000,33889159,55279608,2.21118432
647,48,2006,Monster House,75000000,73661010,141267370,1.8835649333333333
4832,33,2006,Marilyn Hotchkiss' Ballroom Dancing and Charm School,2500000,349132,497195,0.198878
507,8,2006,The Holiday,85000000,63280000,205190324,2.414003811764706
4854,55,2006,Idiocracy,2400000,444093,500296,0.20845666666666668
503,4,2006,Open Season,85000000,85105259,191932158,2.258025388235294
1651,52,2006,The Benchwarmers,35000000,59843754,65063726,1.8589636
488,89,2006,Happy Feet,85000000,198000317,385000317,4.529415494117647
3519,20,2006,Kabhi Alvida Naa Kehna,10750000,3275443,32575443,3.0302737674418605
3509,10,2006,Copying Beethoven,11000000,355968,6586324,0.5987567272727272
446,47,2006,The Departed,90000000,132384315,289660619,3.218451322222222
4920,21,2006,Harsh Times,2000000,3337931,6225304,3.112652
4927,28,2006,Strangers with Candy,2000000,2072645,2077844,1.038922
4930,31,2006,Shortbus,2000000,1985292,1985292,0.992646
2861,62,2006,Beerfest,17500000,19185184,20159316,1.1519609142857143
591,92,2006,The Wild,80000000,37384046,99010667,1.2376333375
508,9,2006,The Fast and the Furious: Tokyo Drift,85000000,62615510,157794205,1.8564024117647058
3411,12,2006,Running With Scissors,12000000,6860000,8706701,0.7255584166666667
3716,17,2006,Edmond,10000000,131719,241719,0.0241719
1737,38,2006,A Good Year,35000000,7459300,42064105,1.2018315714285714
4689,90,2006,Dave Chappelle's Block Party,3000000,11718595,12051924,4.017308
2990,91,2006,Slither,15250000,7802450,12930343,0.8478913442622951
2087,88,2006,Notes on a Scandal,27500000,17510118,50578411,1.8392149454545454
747,48,2006,Basic Instinct 2,70000000,5946136,35417162,0.5059594571428572
631,32,2006,Ice Age: The Meltdown,75000000,195330621,651899282,8.691990426666667
3688,89,2006,Krrish,10000000,1430721,32430721,3.2430721
4626,27,2006,The Secret,3500000,0,0,0.0
641,42,2006,Dreamgirls,75000000,103365956,155708695,2.0761159333333334
1906,7,2006,Glory Road,30000000,42647449,42799060,1.4266353333333333
4703,4,2006,Phat Girlz,3000000,7061128,7301115,2.433705
2917,18,2006,FUR: An Imaginary Portrait of Diane Arbus,16800000,223202,2281089,0.13577910714285715
4707,8,2006,Water,3000000,5529144,11322573,3.774191
3676,77,2006,Peaceful Warrior,10000000,2893666,3260179,0.3260179
4723,24,2006,Tsotsi,3000000,2912606,11537539,3.8458463333333333
623,24,2006,Children of Men,76000000,35552383,69845011,0.919013302631579
2921,22,2006,The Illusionist,16500000,39868642,83792062,5.0783067878787875
2936,37,2006,The Texas Chainsaw Massacre: The Beginning,16000000,39517763,50517763,3.1573601875
2101,2,2006,Lucky Number Slevin,27000000,22495466,55495466,2.05538762962963
4619,20,2006,Winter Passing,3500000,107492,113783,0.03250942857142857
4646,47,2006,The Dead Girl,3300000,19875,19875,0.0060227272727272725
1733,34,2006,The Fountain,35000000,10144010,15461638,0.44176108571428574
2117,18,2006,The Magic Flute,27000000,0,0,0.0
3760,61,2006,Volver,9400000,12899867,87226613,9.279426914893618
3389,90,2006,Aquamarine,12000000,18597342,22978953,1.91491275
3751,52,2006,The Lost City,9600000,2484186,5256839,0.5475873958333334
4659,60,2006,Feast,3200000,56131,690872,0.2158975
675,76,2006,Talladega Nights: The Ballad of Ricky Bobby,73000000,148213377,162870525,2.231103082191781
721,22,2006,The Guardian,70000000,55011732,94973540,1.3567648571428572
656,57,2006,Lady in the Water,75000000,42285169,72785169,0.97046892
3470,71,2006,Jackass: Number Two,11000000,72778712,85278712,7.752610181818182
544,45,2006,Over the Hedge,80000000,155019340,343397247,4.2924655875
1437,38,2006,Apocalypto,40000000,50866635,121032272,3.0258068
2902,3,2006,Running Scared,17000000,6855137,9729088,0.572299294117647
4208,9,2006,Crossover,5600000,7009668,7009668,1.2517264285714285
3931,32,2006,10th & Wolf,8000000,54702,143782,0.01797275
