,id,year,movie,production_budget,domestic_gross,total_gross,profitability
2132,33,2013,Pain & Gain,26000000,49875291,81275291,3.125972730769231
4698,99,2013,Before Midnight,3000000,8110621,23251930,7.7506433333333336
4666,67,2013,The Purge,3000000,64473115,91266581,30.422193666666665
5404,5,2013,Treachery,625000,0,0,0.0
165,66,2013,Thor: The Dark World,150000000,206362140,644602516,4.297350106666666
4713,14,2013,Frances Ha,3000000,4067398,11262769,3.754256333333333
527,28,2013,RED 2,84000000,53262560,141507355,1.684611369047619
5099,100,2013,The Square,1500000,124244,176262,0.117508
4596,97,2013,Dark Skies,3500000,17418667,27704111,7.9154602857142855
736,37,2013,Escape Plan,70000000,25135965,103735965,1.4819423571428572
5451,52,2013,Deceptive Practice: The Mysteries and Mentors of Ricky Jay,500000,152449,152449,0.304898
139,40,2013,Fast and Furious 6,160000000,238679850,789300444,4.933127775
2842,43,2013,Phantom,18000000,1034589,1199510,0.06663944444444445
5315,16,2013,Zombie Hunter,1000000,0,0,0.0
5236,37,2013,20 Feet From Stardom,1000000,4946250,5892466,5.892466
2257,58,2013,The Counselor,25000000,16973715,71009334,2.84037336
5468,69,2013,Now is Good,500000,0,2141436,4.282872
2420,21,2013,Delivery Man,22000000,30659817,70536870,3.2062213636363635
4813,14,2013,Kevin Hart: Let Me Explain,2500000,32244051,32327255,12.930902
2650,51,2013,Battle of the Year,20000000,8888355,16723377,0.83616885
69,70,2013,The Great Gatsby,190000000,144840419,351040419,1.8475811526315788
463,64,2013,Percy Jackson: Sea of Monsters,90000000,68559554,200859554,2.231772822222222
5444,45,2013,Drinking Buddies,500000,343706,407100,0.8142
2981,82,2013,Zulu,16000000,0,1844228,0.11526425
252,53,2013,After Earth,130000000,60522097,251499665,1.9346128076923077
5083,84,2013,The Lords of Salem,1500000,1165881,1541131,1.0274206666666668
5465,66,2013,Detention of the Dead,500000,1778,1778,0.003556
2657,58,2013,Machete Kills,20000000,8008161,18273009,0.91365045
2316,17,2013,On the Road,25000000,720828,9313302,0.37253208
4662,63,2013,Antiviral,3100000,0,123407,0.039808709677419354
5343,44,2013,The Brass Teapot,900000,6997,413733,0.45970333333333335
2451,52,2013,Metegol,22000000,0,34061097,1.5482316818181818
291,92,2013,Elysium,120000000,93050117,286192091,2.3849340916666666
292,93,2013,Oblivion,120000000,89107235,287916633,2.399305275
2970,71,2013,Trance,16000000,2322593,22594052,1.41212825
5207,8,2013,The Vatican Exorcisms,1100000,0,0,0.0
621,22,2013,Despicable Me 2,76000000,368065385,975216835,12.831800460526315
5151,52,2013,Filly Brown,1250000,2850357,2940411,2.3523288
2819,20,2013,Getaway,18000000,10501938,11813989,0.6563327222222223
4632,33,2013,Jagten,3450000,687185,18309793,5.307186376811594
254,55,2013,R.I.P.D.,130000000,33618855,79076678,0.6082821384615384
4628,29,2013,"Batman: The Dark Knight Returns, Part 2",3500000,0,0,0.0
5399,100,2013,Escape from Tomorrow,650000,171962,171962,0.2645569230769231
5382,83,2013,All the Boys Love Mandy Lane,750000,0,1960521,2.614028
4840,41,2013,Underdogs,2500000,35017,1392649,0.5570596
612,13,2013,Cloudy with a Chance of Meatballs 2,78000000,119793567,274392649,3.517854474358974
2359,60,2013,Dhoom 3,24000000,8031955,11723620,0.48848416666666666
5165,66,2013,Home Run,1200000,2859955,2859955,2.3832958333333334
4843,44,2013,Alien Uprising,2500000,0,0,0.0
5187,88,2013,The Wicked Within,1200000,0,0,0.0
2149,50,2013,The Fifth Estate,26000000,3254172,6154172,0.23669892307692308
189,90,2013,White House Down,150000000,73103784,205440387,1.36960258
53,54,2013,Oz the Great and Powerful,200000000,234770996,490359051,2.451795255
4830,31,2013,The Lost Medallion: The Adventures of Billy Stone,2500000,549632,549632,0.2198528
640,41,2013,Now You See Me,75000000,117723989,342769200,4.570256
708,9,2013,Olympus Has Fallen,70000000,98927592,172878928,2.4696989714285715
5648,49,2013,Sparrows Dance,175000,2602,2602,0.014868571428571429
3345,46,2014,Heaven is for Real,12000000,91386097,100916299,8.409691583333334
5150,51,2014,Dear White People,1250000,4404154,5403771,4.3230168
267,68,2014,Teenage Mutant Ninja Turtles,125000000,191204754,485004754,3.880038032
295,96,2014,RoboCop,120000000,58607007,242981799,2.024848325
3846,47,2014,The Rover,8500000,1109199,3180252,0.3741472941176471
567,68,2014,Fury,80000000,85817906,210315681,2.6289460125
2713,14,2014,Dwegons and Leprechauns,20000000,0,0,0.0
1401,2,2014,The Other Woman,40000000,83911193,195111193,4.877779825
5753,54,2014,Dry Spell,22000,0,0,0.0
1767,68,2014,Thunder and the House of Magic,34000000,4091,62582520,1.8406623529411765
3643,44,2014,Bad Words,10000000,7779614,7843145,0.7843145
3342,43,2014,The Fault in Our Stars,12000000,124872350,307166834,25.597236166666665
1400,1,2014,Dumb and Dumber To,40000000,86208010,156553592,3.9138398
5141,42,2014,Los insolitos peces gato,1300000,11278,54665,0.04205
4359,60,2014,Atlas Shrugged: Who Is John Galt?,5000000,851690,851690,0.170338
1382,83,2014,Lucy,40000000,126573960,457507776,11.4376944
5402,3,2014,The Hadza: Last of the First,650000,0,0,0.0
5127,28,2014,House at the End of the Drive,1400000,0,0,0.0
5126,27,2014,Kurmanjan datka,1400000,0,0,0.0
3877,78,2014,That Awkward Moment,8000000,26068955,53068955,6.633619375
2502,3,2014,Tammy,20000000,84525432,96407655,4.82038275
1019,20,2014,Muppets Most Wanted,55000000,51178893,79312301,1.4420418363636363
4484,85,2014,Boyhood,4000000,25379975,57273049,14.31826225
956,57,2014,American Sniper,58000000,350126372,547326372,9.436661586206897
4455,56,2014,Fugly,4500000,0,0,0.0
4283,84,2014,"As Above, So Below",5000000,21222315,41824066,8.3648132
4727,28,2014,Tusk,3000000,1821983,1887554,0.6291846666666666
3833,34,2014,Nightcrawler,8500000,32381218,50334418,5.921696235294117
1526,27,2014,Snowpiercer,40000000,4563029,88069880,2.201747
5122,23,2014,La chambre bleue,1400000,260441,1945420,1.3895857142857142
2335,36,2014,Think Like a Man Too,24000000,65028687,70027933,2.9178305416666666
5032,33,2014,Against the Wild,1800000,0,0,0.0
942,43,2014,Winterâs Tale,60000000,12600231,29575033,0.49291721666666666
5596,97,2014,Jesus People,250000,0,0,0.0
5270,71,2014,Antarctica: A Year on Ice,1000000,288757,288757,0.288757
5383,84,2014,Destiny,750000,0,450,0.0006
261,62,2014,The Hunger Games: Mockingjay - Part 1,125000000,337135885,766575131,6.132601048
5189,90,2014,Godâs Not Dead,1150000,60755732,63777092,55.45834086956522
5185,86,2014,Cotton Comes to Harlem,1200000,0,0,0.0
3453,54,2014,Drive Hard,12000000,0,0,0.0
3890,91,2014,Begin Again,8000000,16170632,68838736,8.604842
5106,7,2014,Housebound,1500000,0,236863,0.15790866666666667
5735,36,2014,Happy 40th,35000,0,0,0.0
5411,12,2014,Water & Power,600000,42557,42557,0.07092833333333333
325,26,2014,300: Rise of an Empire,110000000,106580051,330780051,3.0070913727272726
5112,13,2014,Once Upon a Time in Queens,1500000,0,0,0.0
5417,18,2014,The Maid's Room,600000,0,0,0.0
3622,23,2014,Big Eyes,10000000,14482031,27317872,2.7317872
1540,41,2014,Dragon Nest Warriors' Dawn,40000000,0,734423,0.018360575
5426,27,2014,Faith Connections,550000,9111,9111,0.016565454545454546
21,22,2014,The Hobbit: The Battle of the Five Armies,250000000,255119788,945577621,3.782310484
1332,33,2014,The Interview,44000000,6105175,12342632,0.2805143636363636
3315,16,2014,The Drop,12600000,10724389,19054534,1.5122646031746032
140,41,2014,Godzilla,160000000,200676069,529076069,3.30672543125
3472,73,2014,If I Stay,11000000,50474843,78356170,7.1232881818181815
5059,60,2014,Two Night Stand,1600000,15600,868081,0.542550625
5725,26,2014,The Image Revolution,50000,0,0,0.0
2410,11,2014,Son of God,22000000,59700064,70949793,3.224990590909091
5041,42,2014,The Lunchbox,1700000,4231500,12231500,7.195
5109,10,2014,Closer to the Moon,1500000,0,5396,0.0035973333333333335
5418,19,2014,Light from the Darkroom,600000,0,0,0.0
4453,54,2014,Falcon Rising,4500000,11774,11774,0.0026164444444444442
3075,76,2014,A Most Wanted Man,15000000,17237855,36068890,2.404592666666667
4365,66,2014,Jimi: All is By My Side,5000000,340911,927074,0.1854148
2066,67,2014,A Walk Among the Tombstones,28000000,26017685,62108587,2.2181638214285715
4629,30,2014,In the Name of the King III,3500000,0,0,0.0
2166,67,2014,Ride Along,25000000,134202565,153733800,6.149352
54,55,2014,X-Men: Days of Future Past,200000000,233921534,747862775,3.739313875
720,21,2014,Dracula Untold,70000000,55991880,220241723,3.1463103285714284
3032,33,2014,Wild,15000000,37880356,52460543,3.4973695333333334
4550,51,2014,13 Sins,4000000,9134,47552,0.011888
4377,78,2014,Rudderless,5000000,56001,567219,0.1134438
4488,89,2014,A Haunted House 2,4000000,17329487,21206861,5.30171525
2151,52,2014,Blood Ties,26000000,42472,2923959,0.11245996153846154
3034,35,2014,The Theory of Everything,15000000,35893537,123327692,8.221846133333333
4259,60,2014,Ouija,5000000,50856010,103300632,20.6601264
4528,29,2014,The Face of Love,4000000,385069,1158877,0.28971925
4630,31,2014,Wicked Blood,3500000,0,0,0.0
4389,90,2014,Reach Me,5000000,0,0,0.0
3049,50,2014,When the Game Stands Tall,15000000,30127963,30138912,2.0092608
4319,20,2014,Momsâ Night Out,5000000,10429707,10537341,2.1074682
2141,42,2014,The Best of Me,26000000,26766213,41059418,1.5792083846153846
745,46,2014,Legends of Oz: Dorothyâs Return,70000000,8462347,20107933,0.28725618571428574
4769,70,2014,Iguana,3000000,0,0,0.0
4529,30,2014,Joe,4000000,373375,373375,0.09334375
741,42,2014,The Legend of Hercules,70000000,18848538,58953319,0.8421902714285714
4390,91,2014,Henry & Me,5000000,0,0,0.0
215,16,2014,Exodus: Gods and Kings,140000000,65014513,268314513,1.9165322357142858
4757,58,2014,They Came Together,3000000,0,82780,0.027593333333333334
55,56,2014,The Amazing Spider-Man 2,200000000,202853933,708996336,3.54498168
835,36,2014,Gone Girl,61000000,167767189,368567189,6.042085065573771
4748,49,2014,Fort McCoy,3000000,78948,78948,0.026316
4384,85,2014,Dying of the Light,5000000,0,74639,0.0149278
815,16,2014,Sin City: A Dame to Kill For,65000000,13757804,40650842,0.6253975692307693
896,97,2014,Jack Ryan: Shadow Recruit,60000000,50577412,131377412,2.189623533333333
788,89,2014,Annie,65000000,85911262,139829625,2.151225
5688,89,2014,Cheap Thrills,100000,59424,59424,0.59424
4564,65,2014,The Perfect Wave,4000000,0,0,0.0
2043,44,2014,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",28000000,66954149,101379287,3.6206888214285713
4525,26,2014,The Signal,4000000,600896,2665322,0.6663305
2969,70,2014,The Homesman,16000000,2429989,8217571,0.5135981875
995,96,2014,The Equalizer,55000000,101530738,192903624,3.507338618181818
3060,61,2014,The November Man,15000000,25018119,34820335,2.321355666666667
843,44,2014,The Lego Movie,60000000,257784718,457729388,7.628823133333333
2068,69,2014,Brick Mansions,28000000,20396829,73421224,2.6221865714285713
4271,72,2014,Oculus,5000000,27695246,44115496,8.8230992
5689,90,2014,The Past is a Grotesque Animal,100000,20056,20056,0.20056
4269,70,2014,Paranormal Activity: The Marked Ones,5000000,32462372,90904854,18.1809708
781,82,2014,Unbroken,65000000,115637895,163527824,2.515812676923077
596,97,2014,Pompeii,80000000,23169033,108469033,1.3558629125
5669,70,2014,An American in Hollywood,125000,0,0,0.0
976,77,2014,Into the Woods,56200000,128002372,213116401,3.7921067793594307
4642,43,2014,Whiplash,3300000,13092006,38969037,11.80879909090909
36,37,2014,Transformers: Age of Extinction,210000000,245439076,1104039076,5.2573289333333335
4295,96,2014,Addicted,5000000,17390770,17499242,3.4998484
2971,72,2014,The Immigrant,16000000,2013456,7585011,0.4740631875
2975,76,2014,"Men, Women and Children",16000000,705908,1685403,0.1053376875
769,70,2014,Need for Speed,66000000,43568507,194169619,2.9419639242424243
893,94,2014,The Boxtrolls,60000000,50837305,111946251,1.86577085
2063,64,2014,3 Days to Kill,28000000,30697999,38959900,1.391425
4350,51,2014,Kill the Messenger,5000000,2450846,6656705,1.331341
3005,6,2014,The Imitation Game,15000000,91125143,227740463,15.182697533333334
2956,57,2014,Left Behind,16000000,14019924,20769209,1.2980755625
813,14,2014,"I, Frankenstein",65000000,19075290,74575290,1.147312153846154
4463,64,2014,Anna,4357373,0,1200000,0.2753952897766613
713,14,2014,The Monuments Men,70000000,78031620,158702748,2.2671821142857143
1453,54,2014,Sex Tape,40000000,38543473,126069509,3.151737725
5331,32,2014,Jesse,950000,0,0,0.0
3745,46,2014,Nurse 3D,10000000,0,0,0.0
3257,58,2014,About Last Night,13000000,48637684,50445860,3.880450769230769
5464,65,2014,Born to Fly: Elizabeth Streb vs. Gravity,500000,1822,1822,0.003644
5329,30,2014,Banshee Chapter,950000,0,78122,0.08223368421052632
1140,41,2014,The Judge,50000000,47119388,76119388,1.52238776
1084,85,2014,22 Jump Street,50000000,191719337,331333876,6.62667752
5522,23,2014,Pancakes,400000,0,0,0.0
1933,34,2014,Deliver Us from Evil,30000000,30577122,87956618,2.9318872666666667
1934,35,2014,Get on Up,30000000,30569935,33339868,1.1113289333333334
2850,51,2014,Wolves,18000000,0,94953,0.005275166666666667
2852,53,2014,The Prince,18000000,0,0,0.0
5638,39,2014,Sanctuary; Quite a Conundrum,200000,0,0,0.0
2216,17,2014,Million Dollar Arm,25000000,36447959,39217912,1.56871648
2556,57,2014,This is Where I Leave You,20000000,34296320,41296320,2.064816
2412,13,2014,The Hundred-Foot Journey,22000000,54235441,94270488,4.2850221818181815
4802,3,2014,Ida,2600000,3827060,15298355,5.8839826923076926
5693,94,2014,Echo Dr.,100000,0,0,0.0
1611,12,2014,Dolphin Tale 2,36000000,42024533,57824533,1.6062370277777778
2868,69,2014,Letâs Be Cops,17000000,82390774,136890774,8.052398470588235
5641,42,2014,H.,200000,0,0,0.0
3155,56,2014,AutÃ³mata,15000000,0,6775458,0.4516972
2201,2,2014,The Giver,25000000,45090374,66540205,2.6616082
5556,57,2014,Locker 13,300000,3496,3496,0.011653333333333333
5558,59,2014,All You Need Is Love,300000,0,3565259,11.884196666666666
5692,93,2014,"Dude, Where's My Dog",100000,0,0,0.0
83,84,2014,Maleficent,180000000,241407328,758536735,4.214092972222222
113,14,2014,Guardians of the Galaxy,170000000,333172112,770867516,4.5345148
3217,18,2014,Mr. Turner,14000000,3958546,25187026,1.7990732857142857
2224,25,2014,The Gambler,25000000,33680992,38718031,1.54872124
94,95,2014,Edge of Tomorrow,178000000,100206256,370541256,2.081692449438202
4051,52,2014,Dom Hemingway,7000000,523511,1857458,0.26535114285714284
1826,27,2014,The Grand Budapest Hotel,31000000,59076019,163981261,5.289718096774194
5475,76,2014,America Is Still The Place,500000,0,0,0.0
1728,29,2014,Sabotage,35000000,10508518,18376443,0.5250412285714285
4061,62,2014,Snezhnaya koroleva,7000000,0,15193977,2.170568142857143
4940,41,2014,The Babadook,2000000,950792,7482387,3.7411935
4936,37,2014,Locke,2000000,1370646,2088390,1.044195
1871,72,2014,The Nut Job,30000000,64251538,122529966,4.0843322
3241,42,2014,Under the Skin,13300000,2614251,7229933,0.543603984962406
5721,22,2014,Down and Dangerous,50000,0,0,0.0
5499,100,2014,As It Is in Heaven,450000,13486,13486,0.02996888888888889
4083,84,2014,Annabelle,6500000,84273813,256862920,39.517372307692305
5632,33,2014,The Word,200000,3648,3648,0.01824
5500,1,2014,Mutual Friends,450000,0,0,0.0
4908,9,2014,Meet the Mormons,2000000,6047363,6049171,3.0245855
5501,2,2014,Rise Of the Entrepreneur - The Search For A Better Way,450000,0,0,0.0
128,29,2014,Big Hero 6,165000000,222527828,652127828,3.952289866666667
3243,44,2014,No Good Deed,13200000,52543632,54323210,4.115394696969697
131,32,2014,Interstellar,165000000,188017894,666379375,4.038662878787878
5479,80,2014,Diamond Ruff,500000,0,0,0.0
5488,89,2014,The Sound and the Shadow,500000,0,0,0.0
401,2,2014,Transcendence,100000000,23022309,103039258,1.03039258
4013,14,2014,Devil's Due,7000000,15821461,36146087,5.163726714285715
5761,62,2014,Stories of Our Lives,15000,0,0,0.0
4015,16,2014,Beyond the Lights,7000000,14618727,14618727,2.0883895714285714
4991,92,2014,Lucky Dog,2000000,0,0,0.0
395,96,2014,The Expendables 3,100000000,39322544,209461378,2.09461378
2785,86,2014,Birdman or (The Unexpected Virtue of Ignorance),18000000,42340598,103215094,5.734171888888889
3260,61,2014,St. Vincent,13000000,44137712,54837234,4.218248769230769
2763,64,2014,Neighbors,18000000,150086800,270944428,15.052468222222222
5588,89,2014,Test,250000,18823,18823,0.075292
4956,57,2014,Pump,2000000,72277,72277,0.0361385
4160,61,2014,Wish I Was Here,6000000,3591299,6591365,1.0985608333333334
1139,40,2014,Into the Storm,50000000,47602194,150429371,3.00858742
3261,62,2014,Earth to Echo,13000000,38934842,42174545,3.2441957692307692
2813,14,2014,And So It Goes,18000000,15160801,17920013,0.9955562777777778
1430,31,2014,Horrible Bosses 2,40000000,54445357,105945357,2.648633925
248,49,2014,Rio 2,130000000,131538435,492846291,3.7911253153846154
250,51,2014,Noah,130000000,101200044,352831065,2.7140851153846155
5368,69,2014,Not Cool,800000,35688,35688,0.04461
5378,79,2014,Il conformista,750000,59656,89609,0.11947866666666666
2379,80,2014,Her,23000000,25568251,48163815,2.0940789130434783
1759,60,2014,The Maze Runner,34000000,102427862,348319861,10.244701794117647
5201,2,2014,The Sleepwalker,1100000,2636,2636,0.0023963636363636366
3819,20,2014,Beneath Hill 60,9000000,0,3440939,0.38232655555555556
259,60,2014,Night at the Museum: Secret of the Tomb,127000000,113746621,353756621,2.7854852047244094
3673,74,2014,Rosewater,10000000,3128941,3185717,0.3185717
5263,64,2014,23 Blast,1000000,549185,549185,0.549185
2655,56,2014,Inherent Vice,20000000,8110975,14772346,0.7386173
1447,48,2014,A Million Ways to Die in The West,40000000,42720965,86778557,2.169463925
5269,70,2014,I Origins,1000000,336472,852399,0.852399
5317,18,2014,A Fine Step,1000000,0,0,0.0
5316,17,2014,Doc Holliday's Revenge,1000000,0,0,0.0
5313,14,2014,Hidden Away,1000000,0,0,0.0
3723,24,2014,Elsa & Fred,10000000,67657,197901,0.0197901
198,99,2014,How to Train Your Dragon 2,145000000,177002924,614586270,4.238526
2667,68,2014,A Most Violent Year,20000000,5749134,8846875,0.44234375
200,1,2014,Mr. Peabody & Sherman,145000000,111506430,269806430,1.860734
3731,32,2014,Barbecue,10000000,388,247565,0.0247565
3738,39,2014,Plastic,10000000,0,575371,0.0575371
3692,93,2014,50 to 1,10000000,1069454,1069454,0.1069454
5291,92,2014,Camp X-Ray,1000000,9837,101053,0.101053
1134,35,2014,The Book of Life,50000000,50151543,97651543,1.95303086
5344,45,2014,40 Weeks,900000,0,0,0.0
5335,36,2014,Food Chains,913000,0,176,0.0001927710843373494
5235,36,2014,The Skeleton Twins,1000000,5284309,5797192,5.797192
5320,21,2014,Bang Bang Baby,1000000,0,0,0.0
2328,29,2014,The Adventurer: The Curse of the Midas Box,25000000,0,0,0.0
494,95,2014,Divergent,85000000,150947895,276014965,3.247234882352941
5240,41,2014,Obvious Child,1000000,3122616,3324070,3.32407
5506,7,2014,Blue Ruin,420000,258384,437002,1.0404809523809524
1123,24,2014,Planes: Fire and Rescue,50000000,59157732,156399644,3.12799288
5637,38,2014,Archaeology of a Woman,200000,0,0,0.0
1905,6,2014,John Wick,30000000,43037835,76235001,2.5411667
5703,4,2014,Happy Christmas,70000,30312,30312,0.43302857142857143
4862,63,2014,Frontera,2300000,59696,59696,0.025954782608695652
1289,90,2014,Blended,45000000,46290741,127990741,2.844238688888889
5587,88,2014,Nightlights,250000,21147,21147,0.084588
2581,82,2014,Endless Love,20000000,23438250,34718173,1.73590865
2448,49,2014,Before I Go to Sleep,22000000,3242457,19563579,0.889253590909091
4856,57,2014,Always Woodstock,2400000,0,0,0.0
116,17,2014,Dawn of the Planet of the Apes,170000000,208545589,710644566,4.180262152941176
2832,33,2014,The Railway Man,18000000,4438438,23910210,1.328345
2235,36,2014,Draft Day,25000000,28842237,29847480,1.1938992
4850,51,2014,Not Safe For Work,2500000,0,0,0.0
236,37,2014,Penguins of Madagascar,132000000,83350911,366942531,2.7798676590909093
115,16,2014,Captain America: The Winter Soldier,170000000,259746958,714401889,4.202364052941176
4162,63,2014,Veronica Mars,6000000,3322127,3485383,0.5808971666666667
2818,19,2014,Labor Day,18000000,13371528,14189810,0.7883227777777778
3941,42,2014,Swelter,8000000,0,44197,0.005524625
383,84,2014,Hercules,100000000,72688614,243388614,2.43388614
3770,71,2014,The Purge: Anarchy,9000000,71562550,111534881,12.392764555555555
5599,100,2014,Horse Camp,250000,0,0,0.0
1101,2,2014,Non-Stop,50000000,91742160,222383055,4.4476611
5257,58,2014,Palo Alto,1000000,767732,1156309,1.156309
1442,43,2014,Jersey Boys,40000000,47047013,65282732,1.6320683
3379,80,2014,Top Five,12000000,25317379,26001741,2.16681175
5565,66,2015,Amidst the Devil's Wings,300000,0,0,0.0
2205,6,2015,The Night Before,25000000,43035725,52427346,2.09709384
5640,41,2015,Perfect Cowboy,200000,0,0,0.0
4255,56,2015,The Visit,5000000,65206105,98677816,19.7355632
3154,55,2015,A Few Best Men,15000000,0,17224539,1.1483026
4794,95,2015,Sardaar Ji,2700000,0,8200000,3.037037037037037
541,42,2015,Hotel Transylvania 2,80000000,169700110,469500298,5.868753725
4847,48,2015,8 Days,2500000,0,0,0.0
5563,64,2015,Walking to Paris,300000,0,0,0.0
4845,46,2015,Stung,2500000,0,0,0.0
97,98,2015,Inside Out,175000000,356461711,854235992,4.8813485257142855
5644,45,2015,Butterfly Girl,180000,17503,17503,0.09723888888888889
4893,94,2015,It Follows,2000000,14674077,23250755,11.6253775
2250,51,2015,Shaun the Sheep,25000000,19375982,101925161,4.07700644
5664,65,2015,Escaping the Holocost,150000,0,0,0.0
1891,92,2015,Southpaw,30000000,52421953,94156456,3.138548533333333
3156,57,2015,Chiamatemi Francesco - Il papa della gente,15000000,0,3925769,0.2617179333333333
4764,65,2015,AWOL-72,3000000,0,0,0.0
5562,63,2015,Teeth and Blood,300000,0,0,0.0
4766,67,2015,Enter the Dangerous Mind,3000000,0,0,0.0
33,34,2015,Jurassic World,215000000,652270625,1648854864,7.669092390697674
3,4,2015,Avengers: Age of Ultron,330600000,459005868,1403013963,4.243841388384755
5497,98,2015,Siakh lokhamim: ha'slilim ha'gnouzim,450000,41260,42503,0.09445111111111111
4273,74,2015,No Escape,5000000,27288872,42844516,8.5689032
5701,2,2015,Dawn of the Crescent Moon,75000,8799,8799,0.11732
5702,3,2015,Queen Crab,75000,0,0,0.0
3161,62,2015,Broken Horses,15000000,0,3471,0.0002314
5780,81,2015,A Plague So Pleasant,1400,0,0,0.0
1032,33,2015,Crimson Peak,55000000,31090320,74966854,1.363033709090909
5639,40,2015,Theresa Is a Mother,200000,0,0,0.0
4771,72,2015,Amnesiac,3000000,0,0,0.0
837,38,2015,Maze Runner: The Scorch Trials,61000000,81697192,310566162,5.09124855737705
4480,81,2015,The Boy Next Door,4000000,36006065,53401938,13.3504845
3512,13,2015,La famille BÃ©lier,11000000,0,82438670,7.494424545454545
2879,80,2015,"McFarland, USA",17000000,44480275,45707924,2.688701411764706
4767,68,2015,Something Wicked,3000000,0,0,0.0
4232,33,2015,Miss Julie,5500000,0,863895,0.15707181818181817
4231,32,2015,R100,5500000,24956,24956,0.004537454545454545
1635,36,2015,Trainwreck,35000000,110212700,141123897,4.032111342857143
5719,20,2015,Counting,50000,8374,8374,0.16748
1907,8,2015,The Age of Adaline,30000000,42629776,68984536,2.299484533333333
3480,81,2015,Woman in Gold,11000000,33307793,58586407,5.326037
5,6,2015,Star Wars Ep. VII: The Force Awakens,306000000,936662225,2053311220,6.710167385620915
5771,72,2015,Family Motocross,10000,0,0,0.0
3550,51,2015,Insidious Chapter 3,10000000,52218558,120453155,12.0453155
4864,65,2015,The Toxic Avenger Part II,2300000,0,0,0.0
2041,42,2015,The Big Short,28000000,70259870,133162752,4.755812571428572
595,96,2015,The Last Witch Hunter,80000000,27367660,130818912,1.6352364
5519,20,2015,Viskningar och rop,400000,0,9071,0.0226775
3206,7,2015,Hot Tub Time Machine 2,14000000,12314651,12826644,0.9161888571428571
2911,12,2015,Escobar: Paradise Lost,17000000,195792,3917679,0.23045170588235295
819,20,2015,Tian jiang xiong shi,65000000,74070,122519874,1.8849211384615385
122,23,2015,Tomorrowland,170000000,93436322,206627518,1.2154559882352942
3027,28,2015,Krampus,15000000,42725475,61788393,4.1192262
3139,40,2015,CÃ¬kÃ¨ NiÃ¨ YinniÃ¡ng,15000000,632542,11279884,0.7519922666666666
4884,85,2015,The Timber,2100000,0,0,0.0
1899,100,2015,Sicario,30000000,46889293,84393749,2.8131249666666664
5698,99,2015,Tiger Orange,100000,0,0,0.0
5013,14,2015,Vaalu,1900000,0,12444,0.006549473684210526
4859,60,2015,Do You Believe?,2300000,12985600,14304931,6.2195352173913045
1602,3,2015,Aloha,37000000,21052030,25387091,0.6861375945945946
4733,34,2015,The D Train,3000000,669688,772366,0.2574553333333333
2433,34,2015,The Transporter Refueled,22000000,16029670,69698495,3.168113409090909
4462,63,2015,R.L. Stine's Monsterville: The Cabinet of Souls,4400000,0,0,0.0
458,59,2015,Pixels,90000000,78765986,244041804,2.7115756
5490,91,2015,The Little Ponderosa Zoo,500000,0,0,0.0
1169,70,2015,Run All Night,50000000,26461644,66961644,1.33923288
4291,92,2015,Still Alice,5000000,18656400,41699612,8.3399224
455,56,2015,Alvin and the Chipmunks: The Road Chip,90000000,85886987,249517956,2.772421733333333
5489,90,2015,Rodeo Girl,500000,0,0,0.0
5487,88,2015,Brooklyn Bizarre,500000,0,0,0.0
1661,62,2015,Poltergeist,35000000,47425125,95713069,2.7346591142857144
5486,87,2015,Alleluia! The Devil's Carnival,500000,0,0,0.0
5482,83,2015,Fight to the Finish,500000,0,0,0.0
5480,81,2015,Love in the Time of Monsters,500000,0,0,0.0
4919,20,2015,We Are Your Friends,2000000,3591417,10153415,5.0767075
1590,91,2015,Creed,37000000,109767581,173567581,4.691015702702702
3215,16,2015,Suffragette,14000000,4702420,34044909,2.431779214285714
4275,76,2015,The Lazarus Effect,5000000,25801570,38359310,7.671862
2524,25,2015,Selma,20000000,52076908,66776576,3.3388288
5534,35,2015,Rotor DR1,350000,0,0,0.0
5485,86,2015,Crossroads,500000,0,0,0.0
832,33,2015,The Hateful Eight,62000000,54117416,147864886,2.384917516129032
5007,8,2015,Brotherly Love,1900000,478595,478595,0.2518921052631579
5697,98,2015,The Night Visitor,100000,0,0,0.0
4066,67,2015,Criminal Activities,7000000,0,386744,0.05524914285714286
4064,65,2015,Geroy,7000000,0,1545121,0.22073157142857142
4063,64,2015,Z Storm,7000000,0,2053330,0.2933328571428571
428,29,2015,Kingsman: The Secret Service,94000000,128261724,404561724,4.303848127659575
4456,57,2015,Zipper,4500000,0,0,0.0
406,7,2015,The Peanuts Movie,99000000,130178411,250091610,2.5261778787878786
4998,99,2015,Wind Walkers,2000000,0,0,0.0
4950,51,2015,The Last Five Years,2000000,147299,205298,0.102649
148,49,2015,Terminator: Genisys,155000000,89760956,432150894,2.788070283870968
5670,71,2015,The Brain That Sings,125000,0,0,0.0
2153,54,2015,Viy,26000000,0,34246770,1.3171834615384614
1856,57,2015,Sisters,30000000,87044645,106030660,3.5343553333333335
5477,78,2015,Subconscious,500000,0,0,0.0
2155,56,2015,The Face of an Angel,26000000,0,0,0.0
4985,86,2015,The Lady from Shanghai,2000000,0,0,0.0
2277,78,2015,The 33,25000000,12227722,28400715,1.1360286
1210,11,2015,Chappie,49000000,31569268,105002056,2.142899102040816
